pair_id,source,primary_confirmatory,delta,pair_count,permutation_extreme_count,permutation_p_one_sided_lower,bootstrap_ci_low,bootstrap_ci_high,pass,gates_json,lineage_deltas_json
NF1_damaging_to_PTPN11,Avana,False,-0.24936294139060794,2747,333,0.0033399666003339967,-0.3797051328722242,-0.11321441572624681,False,"{""at_least_5_negative_lineages"": true, ""bootstrap_upper_lt_0"": true, ""delta_le_minus_0_20"": true, ""delta_lt_0"": true, ""no_lineage_delta_gt_plus_0_20"": false, ""permutation_p_le_0_05"": true}","{""Bladder/Urinary Tract"": 1.0, ""Bone"": 0.07142857142857142, ""Bowel"": 0.12195121951219512, ""Breast"": 0.0641025641025641, ""CNS/Brain"": -0.48253968253968255, ""Esophagus/Stomach"": 0.5256410256410257, ""Liver"": 0.13043478260869565, ""Lung"": -0.5811373092926491, ""Myeloid"": 0.0, ""Ovary/Fallopian Tube"": -0.21481481481481482, ""Peripheral Nervous System"": -0.26666666666666666, ""Skin"": -0.3838383838383838, ""Soft Tissue"": 0.09090909090909091, ""Thyroid"": -0.5833333333333334, ""Uterus"": 0.28}"
NF1_damaging_to_PTPN11,KY,False,0.046153846153846156,520,63073,0.6307336926630733,-0.16153846153846155,0.26153846153846155,False,"{""at_least_5_negative_lineages"": false, ""bootstrap_upper_lt_0"": false, ""delta_le_minus_0_20"": false, ""delta_lt_0"": false, ""no_lineage_delta_gt_plus_0_20"": false, ""permutation_p_le_0_05"": false}","{""Bone"": -1.0, ""Bowel"": 0.2839506172839506, ""Breast"": 0.3333333333333333, ""CNS/Brain"": -0.25925925925925924, ""Esophagus/Stomach"": 0.35135135135135137, ""Kidney"": 1.0, ""Lung"": 0.08333333333333333, ""Ovary/Fallopian Tube"": 0.4444444444444444, ""Peripheral Nervous System"": -0.28205128205128205}"
