pair_id,source,exposed_models,reference_models,contributing_lineages,expected_delta,normal_mean_shift,null_permutations,alternative_simulations,critical_delta,simulated_power,confirmatory_power_adequate
NF1_damaging_to_PTPN11,Avana,57,918,15,-0.2,-0.358286909243,100000,10000,-0.14961776483436476,0.7173,False
NF1_damaging_to_PTPN11,KY,21,294,9,-0.2,-0.358286909243,100000,10000,-0.23846153846153847,0.4028,False
