pair_id,source,exposed_models,reference_models,contributing_lineages,expected_delta,normal_mean_shift,null_permutations,alternative_simulations,critical_delta,simulated_power,confirmatory_power_adequate
SMAD4_damaging_to_AURKA,Avana,46,929,12,-0.2,-0.358286909243,100000,10000,-0.16595289079229122,0.6502,False
SMAD4_damaging_to_AURKA,KY,25,290,6,-0.2,-0.358286909243,100000,10000,-0.2147239263803681,0.4713,False
