pair_id,source,model_id,lineage,status,target_score
SMAD4_damaging_to_AURKA,Avana,ACH-000004,Myeloid,matrix_intact,-0.9185499818259562
SMAD4_damaging_to_AURKA,Avana,ACH-000005,Myeloid,matrix_intact,-0.6136132778826902
SMAD4_damaging_to_AURKA,Avana,ACH-000007,Bowel,matrix_intact,-1.2439243121218708
SMAD4_damaging_to_AURKA,Avana,ACH-000009,Bowel,damaging,-0.7506980405223449
SMAD4_damaging_to_AURKA,Avana,ACH-000011,Bladder/Urinary Tract,matrix_intact,-1.8722601878965177
SMAD4_damaging_to_AURKA,Avana,ACH-000012,Lung,matrix_intact,-1.0871132196571525
SMAD4_damaging_to_AURKA,Avana,ACH-000013,Ovary/Fallopian Tube,matrix_intact,-0.8506773240683416
SMAD4_damaging_to_AURKA,Avana,ACH-000015,Lung,matrix_intact,-1.1129543906238806
SMAD4_damaging_to_AURKA,Avana,ACH-000017,Breast,matrix_intact,-0.9194107126051025
SMAD4_damaging_to_AURKA,Avana,ACH-000018,Bladder/Urinary Tract,matrix_intact,-0.4320621058507208
SMAD4_damaging_to_AURKA,Avana,ACH-000019,Breast,matrix_intact,-0.6544054872159994
SMAD4_damaging_to_AURKA,Avana,ACH-000021,Lung,matrix_intact,-1.9641276192154966
SMAD4_damaging_to_AURKA,Avana,ACH-000022,Pancreas,matrix_intact,-0.8987100188019731
SMAD4_damaging_to_AURKA,Avana,ACH-000024,Lymphoid,matrix_intact,-1.8822845063943592
SMAD4_damaging_to_AURKA,Avana,ACH-000025,CNS/Brain,matrix_intact,-1.3400974163591575
SMAD4_damaging_to_AURKA,Avana,ACH-000028,Breast,matrix_intact,-1.4592513668202758
SMAD4_damaging_to_AURKA,Avana,ACH-000029,Lung,matrix_intact,-1.34717186413123
SMAD4_damaging_to_AURKA,Avana,ACH-000030,Lung,matrix_intact,-2.389095809056513
SMAD4_damaging_to_AURKA,Avana,ACH-000035,Lung,matrix_intact,-1.0635871999128175
SMAD4_damaging_to_AURKA,Avana,ACH-000036,CNS/Brain,matrix_intact,-1.637784395998093
SMAD4_damaging_to_AURKA,Avana,ACH-000037,Soft Tissue,matrix_intact,-1.3161951236917613
SMAD4_damaging_to_AURKA,Avana,ACH-000039,Bone,matrix_intact,-0.3181857732581344
SMAD4_damaging_to_AURKA,Avana,ACH-000040,CNS/Brain,matrix_intact,-0.9040734577015694
SMAD4_damaging_to_AURKA,Avana,ACH-000041,Bone,matrix_intact,-1.1270974181819726
SMAD4_damaging_to_AURKA,Avana,ACH-000042,Pancreas,damaging,-1.4058522059504839
SMAD4_damaging_to_AURKA,Avana,ACH-000045,Myeloid,matrix_intact,-1.1775760481072055
SMAD4_damaging_to_AURKA,Avana,ACH-000047,Esophagus/Stomach,matrix_intact,-2.0808832456628275
SMAD4_damaging_to_AURKA,Avana,ACH-000048,Ovary/Fallopian Tube,matrix_intact,-1.1668493084399043
SMAD4_damaging_to_AURKA,Avana,ACH-000052,Bone,matrix_intact,-0.6267116004030692
SMAD4_damaging_to_AURKA,Avana,ACH-000053,Lymphoid,matrix_intact,-1.320247153582945
SMAD4_damaging_to_AURKA,Avana,ACH-000054,Soft Tissue,matrix_intact,-1.803648402775429
SMAD4_damaging_to_AURKA,Avana,ACH-000055,CNS/Brain,matrix_intact,-1.6167864741541793
SMAD4_damaging_to_AURKA,Avana,ACH-000060,Pancreas,matrix_intact,-1.8311241933238478
SMAD4_damaging_to_AURKA,Avana,ACH-000067,CNS/Brain,matrix_intact,-2.1314377354628102
SMAD4_damaging_to_AURKA,Avana,ACH-000070,Lymphoid,matrix_intact,-0.42965067574237814
SMAD4_damaging_to_AURKA,Avana,ACH-000074,Myeloid,matrix_intact,-1.316614280065846
SMAD4_damaging_to_AURKA,Avana,ACH-000075,CNS/Brain,matrix_intact,-0.5094464589145478
SMAD4_damaging_to_AURKA,Avana,ACH-000076,Myeloid,matrix_intact,-1.7834063931534616
SMAD4_damaging_to_AURKA,Avana,ACH-000077,Lymphoid,matrix_intact,-0.33959438807529096
SMAD4_damaging_to_AURKA,Avana,ACH-000078,Peripheral Nervous System,matrix_intact,-0.9527331167285207
SMAD4_damaging_to_AURKA,Avana,ACH-000082,Bone,matrix_intact,-1.150145078011449
SMAD4_damaging_to_AURKA,Avana,ACH-000085,Pancreas,matrix_intact,-0.6732677218780481
SMAD4_damaging_to_AURKA,Avana,ACH-000086,Pleura,matrix_intact,-1.6609218178604306
SMAD4_damaging_to_AURKA,Avana,ACH-000090,Prostate,matrix_intact,-0.5323051940628192
SMAD4_damaging_to_AURKA,Avana,ACH-000092,Pleura,matrix_intact,-1.5267410366553582
SMAD4_damaging_to_AURKA,Avana,ACH-000093,Pancreas,matrix_intact,-1.3211896066477493
SMAD4_damaging_to_AURKA,Avana,ACH-000095,CNS/Brain,matrix_intact,-1.6835330810883156
SMAD4_damaging_to_AURKA,Avana,ACH-000097,Breast,matrix_intact,-2.8628160491857573
SMAD4_damaging_to_AURKA,Avana,ACH-000098,CNS/Brain,matrix_intact,-3.0590231022574095
SMAD4_damaging_to_AURKA,Avana,ACH-000099,Peripheral Nervous System,matrix_intact,-1.7433530780446174
SMAD4_damaging_to_AURKA,Avana,ACH-000101,Lymphoid,matrix_intact,-2.0880125844969863
SMAD4_damaging_to_AURKA,Avana,ACH-000108,Pancreas,damaging,-0.9071197699491611
SMAD4_damaging_to_AURKA,Avana,ACH-000111,Breast,matrix_intact,-2.6294732933384783
SMAD4_damaging_to_AURKA,Avana,ACH-000113,Myeloid,matrix_intact,-1.2426561362157695
SMAD4_damaging_to_AURKA,Avana,ACH-000114,Pancreas,matrix_intact,-1.8791892946587954
