pair_id,source,loss_models,intact_models,contributing_lineages,expected_delta,normal_mean_shift,null_permutations,alternative_simulations,null_lower_05_critical_delta,simulated_power_for_permutation_gate,confirmatory_power_adequate
ARID1A_to_ARID1B,Avana,101,874,19,-0.2,-0.358286909243,100000,10000,-0.12192513368983957,0.8642,True
ARID1A_to_ARID1B,KY,43,272,11,-0.2,-0.358286909243,100000,10000,-0.18319719953325556,0.5787,False
