pair_id,source,model_id,lineage,status,target_score
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000004,Myeloid,matrix_intact,-0.3061265393239938
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000005,Myeloid,matrix_intact,-0.000827421980994128
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000007,Bowel,matrix_intact,-0.7473908432134078
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000009,Bowel,matrix_intact,-0.22281573692361323
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000011,Bladder/Urinary Tract,matrix_intact,-0.6269751303444568
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000012,Lung,matrix_intact,-0.27848878018842205
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000013,Ovary/Fallopian Tube,matrix_intact,-0.39008924690420477
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000015,Lung,matrix_intact,-0.14837933110636892
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000017,Breast,matrix_intact,-0.3290840782983508
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000018,Bladder/Urinary Tract,matrix_intact,0.01574791585887921
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000019,Breast,matrix_intact,0.10971360397571622
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000021,Lung,matrix_intact,-0.3629434372448941
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000022,Pancreas,matrix_intact,0.1042907943392476
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000024,Lymphoid,matrix_intact,-0.3077665091241148
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000025,CNS/Brain,matrix_intact,-0.6091962350873308
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000028,Breast,matrix_intact,-0.5002497385122717
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000029,Lung,matrix_intact,-0.0863985809925896
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000030,Lung,matrix_intact,-0.4483287804829943
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000035,Lung,matrix_intact,-0.6357480364532311
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000036,CNS/Brain,matrix_intact,-0.4579384983283351
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000037,Soft Tissue,matrix_intact,0.3560657803168582
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000039,Bone,matrix_intact,-0.07341621514071016
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000040,CNS/Brain,matrix_intact,-0.03039484291607935
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000041,Bone,matrix_intact,0.1187617204450224
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000042,Pancreas,matrix_intact,-0.2313874323755996
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000045,Myeloid,matrix_intact,-0.239702365992852
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000047,Esophagus/Stomach,matrix_intact,-0.15484118881062736
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000048,Ovary/Fallopian Tube,matrix_intact,-0.14480413514280194
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000052,Bone,matrix_intact,-0.02614516512809221
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000053,Lymphoid,matrix_intact,-0.09431098675634253
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000054,Soft Tissue,matrix_intact,-0.49288115414168665
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000055,CNS/Brain,matrix_intact,-0.47681966632358674
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000060,Pancreas,damaging,-0.18942719581077005
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000067,CNS/Brain,matrix_intact,-0.046203880586608764
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000070,Lymphoid,matrix_intact,-0.07369740362702665
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000074,Myeloid,matrix_intact,-0.697138766046216
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000075,CNS/Brain,matrix_intact,-0.046212520164465434
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000076,Myeloid,matrix_intact,0.02444927893388331
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000077,Lymphoid,matrix_intact,-0.1850697201413825
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000078,Peripheral Nervous System,matrix_intact,-0.19234963814833572
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000082,Bone,matrix_intact,-0.3722495113062579
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000085,Pancreas,matrix_intact,0.0689493806620769
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000086,Pleura,matrix_intact,-0.34174849455952405
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000090,Prostate,matrix_intact,-0.3085859240560164
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000092,Pleura,matrix_intact,-0.6828502726929946
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000093,Pancreas,matrix_intact,-0.07706742317580068
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000095,CNS/Brain,matrix_intact,-0.7002997525941457
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000097,Breast,matrix_intact,-0.6287699493340964
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000098,CNS/Brain,matrix_intact,-0.11939536398815948
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000099,Peripheral Nervous System,matrix_intact,-0.7271690631269133
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000101,Lymphoid,matrix_intact,-0.33550545279378463
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000108,Pancreas,matrix_intact,0.05284204549017338
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000111,Breast,matrix_intact,-0.3069331791414181
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000113,Myeloid,matrix_intact,-0.4988056371225825
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000114,Pancreas,matrix_intact,-0.3885204213769714
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000115,Prostate,matrix_intact,0.13200059691061844
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000118,Pancreas,matrix_intact,-0.07443177366059794
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000120,Peripheral Nervous System,matrix_intact,-0.6771670713716211
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000123,Ovary/Fallopian Tube,matrix_intact,-0.09434493222596979
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000127,Bladder/Urinary Tract,matrix_intact,-0.12503954432506237
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000128,CNS/Brain,matrix_intact,0.12613823068437163
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000132,Ovary/Fallopian Tube,matrix_intact,-0.9701499582093563
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000133,Soft Tissue,matrix_intact,0.1210504952269762
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000137,CNS/Brain,matrix_intact,0.04911601823544309
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000138,Pancreas,matrix_intact,-0.32386051627310464
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000141,Biliary Tract,matrix_intact,-0.06376179045199663
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000142,Bladder/Urinary Tract,matrix_intact,-0.210321543364144
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000143,Lung,matrix_intact,-0.23306225301893455
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000145,Soft Tissue,matrix_intact,-0.43099803340212345
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000146,Myeloid,matrix_intact,-0.14064849054716133
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000147,Breast,matrix_intact,-0.05068360281868682
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000148,Breast,matrix_intact,-0.287666880730708
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000151,Lymphoid,matrix_intact,-0.25609380103172796
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000152,CNS/Brain,matrix_intact,-0.5544740442314745
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000153,Pleura,matrix_intact,-0.004681406964707917
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000159,Kidney,matrix_intact,-0.3181421565213878
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000160,CNS/Brain,matrix_intact,-0.4055704355274469
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000161,Lung,matrix_intact,0.01574086813193531
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000163,Head and Neck,matrix_intact,-0.03660235593131527
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000164,Pancreas,matrix_intact,0.0068849038851342
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000168,Myeloid,matrix_intact,-0.11386040314940085
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000169,Soft Tissue,matrix_intact,-0.09217581344398557
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000174,Thyroid,matrix_intact,-0.2410281158033314
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000178,Pancreas,matrix_intact,-0.3634951919907837
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000182,Ampulla of Vater,matrix_intact,-0.45766819859558616
PBRM1_or_ARID2_damaging_to_PARP1,Avana,ACH-000183,Lymphoid,matrix_intact,-0.4833604785237662
