source,model_id,lineage,eligible_screen_ids,EP300_matrix_value,EP300_status
Avana,ACH-000638,Lung,SC-000638.AV01,0,matrix_intact
Avana,ACH-000639,Lung,SC-000639.AV01,0,matrix_intact
Avana,ACH-000645,Pleura,SC-000645.AV02,0,matrix_intact
Avana,ACH-000646,Ovary/Fallopian Tube,SC-000646.AV01,0,matrix_intact
Avana,ACH-000647,Esophagus/Stomach,SC-000647.AV01,0,matrix_intact
Avana,ACH-000648,Pleura,SC-000648.AV01,0,matrix_intact
Avana,ACH-000649,Kidney,SC-000649.AV01,0,matrix_intact
Avana,ACH-000651,Bowel,SC-000651.AV01,0,matrix_intact
Avana,ACH-000652,Pancreas,SC-000652.AV01,0,matrix_intact
Avana,ACH-000653,Lymphoid,SC-000653.AV01,0,matrix_intact
Avana,ACH-000654,Lymphoid,SC-000654.AV01,0,matrix_intact
Avana,ACH-000655,CNS/Brain,SC-000655.AV01,0,matrix_intact
Avana,ACH-000657,Ovary/Fallopian Tube,SC-000657.AV01,0,matrix_intact
Avana,ACH-000661,Skin,SC-000661.AV01,0,matrix_intact
Avana,ACH-000662,Lung,SC-000662.AV01,0,matrix_intact
Avana,ACH-000663,Ovary/Fallopian Tube,SC-000663.AV01,0,matrix_intact
Avana,ACH-000664,Lymphoid,SC-000664.AV01,0,matrix_intact
Avana,ACH-000665,Lung,SC-000665.AV01,0,matrix_intact
Avana,ACH-000667,Lung,SC-000667.AV01,0,matrix_intact
Avana,ACH-000671,Liver,SC-000671.AV01,0,matrix_intact
Avana,ACH-000673,CNS/Brain,SC-000673.AV01,0,matrix_intact
Avana,ACH-000676,CNS/Brain,SC-000676.AV01,0,matrix_intact
Avana,ACH-000677,Lung,SC-000677.AV01,0,matrix_intact
Avana,ACH-000680,Bowel,SC-000680.AV01,1,damaging
Avana,ACH-000681,Lung,SC-000681.AV01,0,matrix_intact
Avana,ACH-000682,Head and Neck,SC-000682.AV01,0,matrix_intact
Avana,ACH-000683,Bowel,SC-000683.AV01,0,matrix_intact
Avana,ACH-000684,Kidney,SC-000684.AV01,0,matrix_intact
Avana,ACH-000685,Pancreas,SC-000685.AV01,2,damaging
Avana,ACH-000688,Ovary/Fallopian Tube,SC-000688.AV01,0,matrix_intact
Avana,ACH-000693,Esophagus/Stomach,SC-000693.AV01,0,matrix_intact
Avana,ACH-000694,Esophagus/Stomach,SC-000694.AV01,0,matrix_intact
Avana,ACH-000695,Lung,SC-000695.AV01,0,matrix_intact
Avana,ACH-000696,Ovary/Fallopian Tube,SC-000696.AV01,1,damaging
Avana,ACH-000697,Lymphoid,SC-000697.AV01,0,matrix_intact
Avana,ACH-000698,Lung,SC-000698.AV01,0,matrix_intact
Avana,ACH-000699,Breast,SC-000699.AV01,0,matrix_intact
Avana,ACH-000700,Lung,SC-000700.AV01,0,matrix_intact
Avana,ACH-000701,Ovary/Fallopian Tube,SC-000701.AV01,0,matrix_intact
Avana,ACH-000702,Lymphoid,SC-000702.AV01,0,matrix_intact
Avana,ACH-000706,Lung,SC-000706.AV01,0,matrix_intact
Avana,ACH-000709,Kidney,SC-000709.AV02,0,matrix_intact
Avana,ACH-000711,Breast,SC-000711.AV01,0,matrix_intact
Avana,ACH-000713,Ovary/Fallopian Tube,SC-000713.AV01,0,matrix_intact
Avana,ACH-000714,Lymphoid,SC-000714.AV01,0,matrix_intact
Avana,ACH-000716,Thyroid,SC-000716.AV01,0,matrix_intact
Avana,ACH-000718,Lung,SC-000718.AV01,0,matrix_intact
Avana,ACH-000719,Ovary/Fallopian Tube,SC-000719.AV02,0,matrix_intact
Avana,ACH-000720,Bladder/Urinary Tract,SC-000720.AV01,0,matrix_intact
Avana,ACH-000721,Breast,SC-000721.AV01,0,matrix_intact
Avana,ACH-000724,Bladder/Urinary Tract,SC-000724.AV01,0,matrix_intact
Avana,ACH-000725,Breast,SC-000725.AV01,0,matrix_intact
Avana,ACH-000732,Head and Neck,SC-000732.AV01,0,matrix_intact
Avana,ACH-000734,Liver,SC-000734.AV01,1,damaging
Avana,ACH-000735,Head and Neck,SC-000735.AV01,0,matrix_intact
Avana,ACH-000736,Esophagus/Stomach,SC-000736.AV01,0,matrix_intact
Avana,ACH-000738,CNS/Brain,SC-000738.AV01,0,matrix_intact
Avana,ACH-000739,Liver,SC-000739.AV01,0,matrix_intact
Avana,ACH-000740,Head and Neck,SC-000740.AV01,0,matrix_intact
Avana,ACH-000741,Bladder/Urinary Tract,SC-000741.AV01,0,matrix_intact
Avana,ACH-000746,Esophagus/Stomach,SC-000746.AV01,0,matrix_intact
Avana,ACH-000747,Lung,SC-000747.AV01,0,matrix_intact
Avana,ACH-000748,Bone,SC-000748.AV01,0,matrix_intact
Avana,ACH-000753,Bladder/Urinary Tract,SC-000753.AV01,0,matrix_intact
Avana,ACH-000754,Lymphoid,SC-000754.AV01,0,matrix_intact
Avana,ACH-000756,CNS/Brain,SC-000756.AV01,0,matrix_intact
Avana,ACH-000757,Lung,SC-000757.AV01,0,matrix_intact
Avana,ACH-000758,Esophagus/Stomach,SC-000758.AV01,2,damaging
Avana,ACH-000760,CNS/Brain,SC-000760.AV01,0,matrix_intact
Avana,ACH-000762,Head and Neck,SC-000762.AV01,0,matrix_intact
Avana,ACH-000763,Lymphoid,SC-000763.AV01,0,matrix_intact
Avana,ACH-000764,Esophagus/Stomach,SC-000764.AV01,0,matrix_intact
Avana,ACH-000765,Skin,SC-000765.AV01,0,matrix_intact
Avana,ACH-000766,Lung,SC-000766.AV01,0,matrix_intact
Avana,ACH-000767,Lung,SC-000767.AV01,0,matrix_intact
Avana,ACH-000768,Breast,SC-000768.AV01,0,matrix_intact
Avana,ACH-000769,Lung,SC-000769.AV01,0,matrix_intact
Avana,ACH-000770,Myeloid,SC-000770.AV01,1,damaging
Avana,ACH-000771,Head and Neck,SC-000771.AV01,0,matrix_intact
Avana,ACH-000773,Lymphoid,SC-000773.AV01,0,matrix_intact
Avana,ACH-000774,Lung,SC-000774.AV01,0,matrix_intact
Avana,ACH-000775,Lung,SC-000775.AV01,0,matrix_intact
Avana,ACH-000776,CNS/Brain,SC-000776.AV01,0,matrix_intact
Avana,ACH-000777,Esophagus/Stomach,SC-000777.AV01,0,matrix_intact
Avana,ACH-000778,Head and Neck,SC-000778.AV01,0,matrix_intact
Avana,ACH-000781,Lung,SC-000781.AV01,0,matrix_intact
Avana,ACH-000782,Lymphoid,SC-000782.AV01,0,matrix_intact
Avana,ACH-000783,Breast,SC-000783.AV01,0,matrix_intact
Avana,ACH-000784,Esophagus/Stomach,SC-000784.AV01,0,matrix_intact
Avana,ACH-000785,Lung,SC-000785.AV01,0,matrix_intact
Avana,ACH-000787,Lung,SC-000787.AV01,0,matrix_intact
Avana,ACH-000788,Skin,SC-000788.AV01,0,matrix_intact
Avana,ACH-000790,Lung,SC-000790.AV01,0,matrix_intact
Avana,ACH-000791,Lung,SC-000791.AV01,0,matrix_intact
Avana,ACH-000792,Kidney,SC-000792.AV01,0,matrix_intact
Avana,ACH-000793,Esophagus/Stomach,SC-000793.AV01,0,matrix_intact
Avana,ACH-000794,Head and Neck,SC-000794.AV01,0,matrix_intact
Avana,ACH-000796,Ovary/Fallopian Tube,SC-000796.AV01,0,matrix_intact
Avana,ACH-000799,Skin,SC-000799.AV01,0,matrix_intact
Avana,ACH-000800,Lung,SC-000800.AV01,0,matrix_intact
Avana,ACH-000801,Skin,SC-000801.AV01,0,matrix_intact
Avana,ACH-000802,Bladder/Urinary Tract,SC-000802.AV01,0,matrix_intact
Avana,ACH-000804,Peripheral Nervous System,SC-000804.AV01,0,matrix_intact
Avana,ACH-000805,Skin,SC-000805.AV01,0,matrix_intact
Avana,ACH-000807,CNS/Brain,SC-000807.AV01,0,matrix_intact
Avana,ACH-000809,Esophagus/Stomach,SC-000809.AV01,0,matrix_intact
Avana,ACH-000810,Skin,SC-000810.AV01,0,matrix_intact
Avana,ACH-000811,Ovary/Fallopian Tube,SC-000811.AV01,1,damaging
Avana,ACH-000817,Lymphoid,SC-000817.AV01,0,matrix_intact
Avana,ACH-000819,CNS/Brain,SC-000819.AV01,0,matrix_intact
Avana,ACH-000820,Bowel,SC-000820.AV01,0,matrix_intact
Avana,ACH-000821,Lymphoid,SC-000821.AV01,0,matrix_intact
Avana,ACH-000822,Skin,SC-000822.AV01,0,matrix_intact
Avana,ACH-000823,Esophagus/Stomach,SC-000823.AV01,0,matrix_intact
Avana,ACH-000824,Esophagus/Stomach,SC-000824.AV01,0,matrix_intact
Avana,ACH-000827,Skin,SC-000827.AV01,0,matrix_intact
Avana,ACH-000829,Lymphoid,SC-000829.AV01,0,matrix_intact
Avana,ACH-000831,Uterus,SC-000831.AV01,0,matrix_intact
Avana,ACH-000832,Head and Neck,SC-000832.AV01,0,matrix_intact
Avana,ACH-000833,Soft Tissue,SC-000833.AV01,0,matrix_intact
Avana,ACH-000834,Bladder/Urinary Tract,SC-000834.AV01,0,matrix_intact
Avana,ACH-000835,Soft Tissue,SC-000835.AV01,0,matrix_intact
Avana,ACH-000836,Head and Neck,SC-000836.AV01,1,damaging
Avana,ACH-000837,Lung,SC-000837.AV01,0,matrix_intact
Avana,ACH-000838,Lymphoid,SC-000838.AV01,0,matrix_intact
Avana,ACH-000839,Bladder/Urinary Tract,SC-000839.AV01,0,matrix_intact
Avana,ACH-000840,Lung,SC-000840.AV01,0,matrix_intact
Avana,ACH-000841,Lung,SC-000841.AV01,0,matrix_intact
Avana,ACH-000843,Lung,SC-000843.AV01,0,matrix_intact
Avana,ACH-000845,Lung,SC-000845.AV01,0,matrix_intact
Avana,ACH-000846,Head and Neck,SC-000846.AV01,0,matrix_intact
Avana,ACH-000847,Esophagus/Stomach,SC-000847.AV01,0,matrix_intact
Avana,ACH-000848,Liver,SC-000848.AV01,0,matrix_intact
Avana,ACH-000849,Breast,SC-000849.AV01,0,matrix_intact
Avana,ACH-000851,Lung,SC-000851.AV01,1,damaging
Avana,ACH-000853,Lung,SC-000853.AV01,0,matrix_intact
Avana,ACH-000855,Esophagus/Stomach,SC-000855.AV01,0,matrix_intact
Avana,ACH-000856,Breast,SC-000856.AV01,0,matrix_intact
Avana,ACH-000858,Lung,SC-000858.AV01,0,matrix_intact
Avana,ACH-000859,Breast,SC-000859.AV01,0,matrix_intact
Avana,ACH-000860,Lung,SC-000860.AV01,0,matrix_intact
Avana,ACH-000861,Lung,SC-000861.AV01,0,matrix_intact
Avana,ACH-000862,Bladder/Urinary Tract,SC-000862.AV01,0,matrix_intact
Avana,ACH-000865,Esophagus/Stomach,SC-000865.AV01,0,matrix_intact
Avana,ACH-000866,Lung,SC-000866.AV01,0,matrix_intact
Avana,ACH-000867,Lung,SC-000867.AV01,0,matrix_intact
Avana,ACH-000869,Lung,SC-000869.AV01,0,matrix_intact
Avana,ACH-000871,Lung,SC-000871.AV01,0,matrix_intact
Avana,ACH-000872,Lung,SC-000872.AV01,0,matrix_intact
Avana,ACH-000873,Esophagus/Stomach,SC-000873.AV01,0,matrix_intact
Avana,ACH-000876,Breast,SC-000876.AV01,0,matrix_intact
Avana,ACH-000878,Lung,SC-000878.AV01,2,damaging
Avana,ACH-000880,Esophagus/Stomach,SC-000880.AV01,2,damaging
Avana,ACH-000881,Skin,SC-000881.AV01,0,matrix_intact
Avana,ACH-000882,Skin,SC-000882.AV01,0,matrix_intact
Avana,ACH-000884,Skin,SC-000884.AV01,0,matrix_intact
Avana,ACH-000885,Ovary/Fallopian Tube,SC-000885.AV01,0,matrix_intact
Avana,ACH-000886,Lung,SC-000886.AV01,0,matrix_intact
Avana,ACH-000887,CNS/Brain,SC-000887.AV01,0,matrix_intact
Avana,ACH-000888,Lung,SC-000888.AV02,0,matrix_intact
Avana,ACH-000889,Lymphoid,SC-000889.AV01,0,matrix_intact
Avana,ACH-000890,Lung,SC-000890.AV01,0,matrix_intact
Avana,ACH-000896,Bladder/Urinary Tract,SC-000896.AV01,2,damaging
Avana,ACH-000898,Esophagus/Stomach,SC-000898.AV01,0,matrix_intact
Avana,ACH-000899,Skin,SC-000899.AV02,0,matrix_intact
Avana,ACH-000900,Lung,SC-000900.AV01,0,matrix_intact
Avana,ACH-000901,Lung,SC-000901.AV01,0,matrix_intact
Avana,ACH-000903,Thyroid,SC-000903.AV01,0,matrix_intact
Avana,ACH-000905,Bladder/Urinary Tract,SC-000905.AV01,0,matrix_intact
Avana,ACH-000906,Ovary/Fallopian Tube,SC-000906.AV01,0,matrix_intact
Avana,ACH-000907,Kidney,SC-000907.AV01,0,matrix_intact
Avana,ACH-000910,Breast,SC-000910.AV01,0,matrix_intact
Avana,ACH-000911,Esophagus/Stomach,SC-000911.AV01,2,damaging
Avana,ACH-000912,Lung,SC-000912.AV01,0,matrix_intact
Avana,ACH-000913,Uterus,SC-000913.AV01,0,matrix_intact
Avana,ACH-000914,Lymphoid,SC-000914.AV01,1,damaging
Avana,ACH-000915,Skin,SC-000915.AV01,0,matrix_intact
Avana,ACH-000916,Lung,SC-000916.AV01,0,matrix_intact
Avana,ACH-000917,Esophagus/Stomach,SC-000917.AV01,0,matrix_intact
Avana,ACH-000920,Myeloid,SC-000920.AV01,0,matrix_intact
Avana,ACH-000921,Lung,SC-000921.AV01,1,damaging
Avana,ACH-000922,Lymphoid,SC-000922.AV01,0,matrix_intact
Avana,ACH-000924,Lung,SC-000924.AV01,0,matrix_intact
Avana,ACH-000926,Bowel,SC-000926.AV01,0,matrix_intact
Avana,ACH-000928,Uterus,SC-000928.AV01,1,damaging
Avana,ACH-000929,Lung,SC-000929.AV01,0,matrix_intact
Avana,ACH-000932,Esophagus/Stomach,SC-000932.AV01,0,matrix_intact
Avana,ACH-000935,Bowel,SC-000935.AV01,0,matrix_intact
Avana,ACH-000936,Ovary/Fallopian Tube,SC-000936.AV01,0,matrix_intact
Avana,ACH-000937,Lymphoid,SC-000937.AV01,0,matrix_intact
Avana,ACH-000938,Lymphoid,SC-000938.AV01,0,matrix_intact
Avana,ACH-000939,Uterus,SC-000939.AV01,0,matrix_intact
Avana,ACH-000941,Uterus,SC-000941.AV01,0,matrix_intact
Avana,ACH-000943,Bowel,SC-000943.AV01,2,damaging
Avana,ACH-000944,Lymphoid,SC-000944.AV01,0,matrix_intact
Avana,ACH-000946,Uterus,SC-000946.AV01,0,matrix_intact
Avana,ACH-000947,Ovary/Fallopian Tube,SC-000947.AV01,0,matrix_intact
Avana,ACH-000948,Esophagus/Stomach,SC-000948.AV02,0,matrix_intact
Avana,ACH-000950,Bowel,SC-000950.AV01,0,matrix_intact
Avana,ACH-000953,Lymphoid,SC-000953.AV01,0,matrix_intact
Avana,ACH-000957,Bowel,SC-000957.AV01,0,matrix_intact
Avana,ACH-000958,Bowel,SC-000958.AV01,1,damaging
Avana,ACH-000959,Bowel,SC-000959.AV02,0,matrix_intact
Avana,ACH-000960,Lymphoid,SC-000960.AV01,0,matrix_intact
Avana,ACH-000961,Uterus,SC-000961.AV02,1,damaging
Avana,ACH-000963,Bowel,SC-000963.AV01,0,matrix_intact
Avana,ACH-000965,Uterus,SC-000965.AV01,1,damaging
Avana,ACH-000968,Skin,SC-000968.AV01,0,matrix_intact
Avana,ACH-000969,Bowel,SC-000969.AV01,1,damaging
Avana,ACH-000973,Bladder/Urinary Tract,SC-000973.AV01,2,damaging
Avana,ACH-000974,Uterus,SC-000974.AV01,0,matrix_intact
Avana,ACH-000975,Lung,SC-000975.AV01,0,matrix_intact
Avana,ACH-000976,Biliary Tract,SC-000976.AV01,0,matrix_intact
Avana,ACH-000977,Prostate,SC-000977.AV01,0,matrix_intact
Avana,ACH-000978,Uterus,SC-000978.AV01,1,damaging
Avana,ACH-000980,Lung,SC-000980.AV01,2,damaging
Avana,ACH-000983,Myeloid,SC-000983.AV01,0,matrix_intact
Avana,ACH-000984,Uterus,SC-000984.AV01,1,damaging
Avana,ACH-000986,Bowel,SC-000986.AV01,0,matrix_intact
Avana,ACH-000988,Uterus,SC-000988.AV01,2,damaging
Avana,ACH-000993,Uterus,SC-000993.AV01,1,damaging
Avana,ACH-000994,Uterus,SC-000994.AV01,0,matrix_intact
Avana,ACH-000995,Lymphoid,SC-000995.AV01,0,matrix_intact
Avana,ACH-000996,Uterus,SC-000996.AV01,0,matrix_intact
Avana,ACH-001001,Bone,SC-001001.AV01,0,matrix_intact
Avana,ACH-001020,CNS/Brain,SC-001020.AV01,0,matrix_intact
Avana,ACH-001028,CNS/Brain,SC-001028.AV01,0,matrix_intact
Avana,ACH-001029,Bone,SC-001029.AV02,0,matrix_intact
Avana,ACH-001031,CNS/Brain,SC-001031.AV01,0,matrix_intact
Avana,ACH-001033,CNS/Brain,SC-001033.AV01,1,damaging
Avana,ACH-001036,Myeloid,SC-001036.AV01,0,matrix_intact
Avana,ACH-001038,Bone,SC-001038.AV01,0,matrix_intact
Avana,ACH-001041,Skin,SC-001041.AV01,0,matrix_intact
Avana,ACH-001048,Ovary/Fallopian Tube,SC-001048.AV01,0,matrix_intact
Avana,ACH-001050,Soft Tissue,SC-001050.AV01,0,matrix_intact
Avana,ACH-001053,CNS/Brain,SC-001053.AV01,0,matrix_intact
Avana,ACH-001054,CNS/Brain,SC-001054.AV01,0,matrix_intact
Avana,ACH-001061,Bowel,SC-001061.AV01,1,damaging
Avana,ACH-001067,CNS/Brain,SC-001067.AV01,0,matrix_intact
Avana,ACH-001075,Lung,SC-001075.AV01,0,matrix_intact
Avana,ACH-001096,Soft Tissue,SC-001096.AV01,0,matrix_intact
Avana,ACH-001098,Pancreas,SC-001098.AV01,0,matrix_intact
Avana,ACH-001099,Kidney,SC-001099.AV01,0,matrix_intact
Avana,ACH-001119,Lymphoid,SC-001119.AV01,0,matrix_intact
Avana,ACH-001128,Kidney,SC-001128.AV01,0,matrix_intact
Avana,ACH-001129,Myeloid,SC-001129.AV01,0,matrix_intact
Avana,ACH-001134,Lymphoid,SC-001134.AV01,0,matrix_intact
Avana,ACH-001145,Ovary/Fallopian Tube,SC-001145.AV01,0,matrix_intact
Avana,ACH-001151,Ovary/Fallopian Tube,SC-001151.AV01,1,damaging
Avana,ACH-001163,Kidney,SC-001163.AV01,0,matrix_intact
Avana,ACH-001164,Soft Tissue,SC-001164.AV01,0,matrix_intact
Avana,ACH-001172,CNS/Brain,SC-001172.AV01,0,matrix_intact
Avana,ACH-001183,Bladder/Urinary Tract,SC-001183.AV01,0,matrix_intact
Avana,ACH-001184,Soft Tissue,SC-001184.AV01,0,matrix_intact
Avana,ACH-001188,Peripheral Nervous System,SC-001188.AV01,0,matrix_intact
Avana,ACH-001190,Skin,SC-001190.AV01,0,matrix_intact
Avana,ACH-001192,Bone,SC-001192.AV01,0,matrix_intact
Avana,ACH-001193,Bone,SC-001193.AV01,0,matrix_intact
Avana,ACH-001194,Kidney,SC-001194.AV01,0,matrix_intact
Avana,ACH-001196,Soft Tissue,SC-001196.AV01,0,matrix_intact
Avana,ACH-001197,Lymphoid,SC-001197.AV01,0,matrix_intact
Avana,ACH-001205,Bone,SC-001205.AV01,0,matrix_intact
Avana,ACH-001211,Kidney,SC-001211.AV01,0,matrix_intact
Avana,ACH-001212,Kidney,SC-001212.AV01,0,matrix_intact
Avana,ACH-001228,Head and Neck,SC-001228.AV01,0,matrix_intact
Avana,ACH-001229,Head and Neck,SC-001229.AV01,0,matrix_intact
Avana,ACH-001232,CNS/Brain,SC-001232.AV01,0,matrix_intact
Avana,ACH-001239,Skin,SC-001239.AV01,0,matrix_intact
Avana,ACH-001270,Soft Tissue,SC-001270.AV01,0,matrix_intact
Avana,ACH-001274,Soft Tissue,SC-001274.AV01,0,matrix_intact
Avana,ACH-001275,Soft Tissue,SC-001275.AV01,1,damaging
Avana,ACH-001277,Soft Tissue,SC-001277.AV01,0,matrix_intact
Avana,ACH-001278,Ovary/Fallopian Tube,SC-001278.AV01,0,matrix_intact
Avana,ACH-001279,Ovary/Fallopian Tube,SC-001279.AV02,0,matrix_intact
Avana,ACH-001280,Soft Tissue,SC-001280.AV01,0,matrix_intact
Avana,ACH-001283,Bone,SC-001283.AV01,0,matrix_intact
Avana,ACH-001289,CNS/Brain,SC-001289.AV01,0,matrix_intact
Avana,ACH-001295,Eye,SC-001295.AV01,0,matrix_intact
Avana,ACH-001300,Peripheral Nervous System,SC-001300.AV01,0,matrix_intact
Avana,ACH-001301,Peripheral Nervous System,SC-001301.AV01,0,matrix_intact
Avana,ACH-001302,Peripheral Nervous System,SC-001302.AV01,0,matrix_intact
Avana,ACH-001303,Peripheral Nervous System,SC-001303.AV01,0,matrix_intact
Avana,ACH-001306,Thyroid,SC-001306.AV01,0,matrix_intact
Avana,ACH-001307,Thyroid,SC-001307.AV01,0,matrix_intact
Avana,ACH-001310,Kidney,SC-001310.AV01,0,matrix_intact
Avana,ACH-001318,Liver,SC-001318.AV01,0,matrix_intact
Avana,ACH-001322,Soft Tissue,SC-001322.AV01,0,matrix_intact
Avana,ACH-001328,Skin,SC-001328.AV01,1,damaging
Avana,ACH-001329,CNS/Brain,SC-001329.AV01,0,matrix_intact
Avana,ACH-001333,Cervix,SC-001333.AV01,0,matrix_intact
Avana,ACH-001334,Cervix,SC-001334.AV01,0,matrix_intact
Avana,ACH-001335,Cervix,SC-001335.AV01,0,matrix_intact
Avana,ACH-001336,Cervix,SC-001336.AV01,0,matrix_intact
Avana,ACH-001338,Peripheral Nervous System,SC-001338.AV01,1,damaging
Avana,ACH-001340,Ovary/Fallopian Tube,SC-001340.AV01,0,matrix_intact
Avana,ACH-001341,Cervix,SC-001341.AV01,0,matrix_intact
Avana,ACH-001344,Peripheral Nervous System,SC-001344.AV01,0,matrix_intact
Avana,ACH-001345,Bowel,SC-001345.AV01,1,damaging
Avana,ACH-001346,Head and Neck,SC-001346.AV01,0,matrix_intact
Avana,ACH-001347,Head and Neck,SC-001347.AV01,0,matrix_intact
Avana,ACH-001353,Pancreas,SC-001353.AV01,0,matrix_intact
Avana,ACH-001354,Peripheral Nervous System,SC-001354.AV01,0,matrix_intact
Avana,ACH-001356,Thyroid,SC-001356.AV01,0,matrix_intact
Avana,ACH-001360,Cervix,SC-001360.AV01,0,matrix_intact
Avana,ACH-001366,Peripheral Nervous System,SC-001366.AV01,0,matrix_intact
Avana,ACH-001367,Peripheral Nervous System,SC-001367.AV01,0,matrix_intact
Avana,ACH-001368,Esophagus/Stomach,SC-001368.AV01,0,matrix_intact
Avana,ACH-001370,Ovary/Fallopian Tube,SC-001370.AV01,0,matrix_intact
Avana,ACH-001374,Ovary/Fallopian Tube,SC-001374.AV01,0,matrix_intact
Avana,ACH-001375,Pancreas,SC-001375.AV01,0,matrix_intact
Avana,ACH-001377,Pancreas,SC-001377.AV01,0,matrix_intact
Avana,ACH-001379,Pancreas,SC-001379.AV01,0,matrix_intact
Avana,ACH-001380,Pancreas,SC-001380.AV01,0,matrix_intact
Avana,ACH-001382,Pancreas,SC-001382.AV01,0,matrix_intact
Avana,ACH-001385,Head and Neck,SC-001385.AV01,0,matrix_intact
Avana,ACH-001386,Lung,SC-001386.AV01,0,matrix_intact
Avana,ACH-001388,Breast,SC-001388.AV01,0,matrix_intact
Avana,ACH-001389,Breast,SC-001389.AV01,0,matrix_intact
Avana,ACH-001390,Breast,SC-001390.AV01,0,matrix_intact
Avana,ACH-001391,Breast,SC-001391.AV01,0,matrix_intact
Avana,ACH-001392,Breast,SC-001392.AV01,0,matrix_intact
Avana,ACH-001393,Breast,SC-001393.AV01,0,matrix_intact
Avana,ACH-001394,Breast,SC-001394.AV01,0,matrix_intact
Avana,ACH-001396,Breast,SC-001396.AV01,0,matrix_intact
Avana,ACH-001398,Kidney,SC-001398.AV01,0,matrix_intact
Avana,ACH-001400,Vulva/Vagina,SC-001400.AV01,0,matrix_intact
Avana,ACH-001402,Cervix,SC-001402.AV01,2,damaging
Avana,ACH-001403,Ovary/Fallopian Tube,SC-001403.AV01,0,matrix_intact
Avana,ACH-001407,Bladder/Urinary Tract,SC-001407.AV01,0,matrix_intact
Avana,ACH-001408,Bladder/Urinary Tract,SC-001408.AV01,0,matrix_intact
Avana,ACH-001409,Bladder/Urinary Tract,SC-001409.AV01,0,matrix_intact
Avana,ACH-001411,Bladder/Urinary Tract,SC-001411.AV01,0,matrix_intact
Avana,ACH-001412,Bladder/Urinary Tract,SC-001412.AV01,0,matrix_intact
Avana,ACH-001413,Bladder/Urinary Tract,SC-001413.AV01,1,damaging
Avana,ACH-001414,Bladder/Urinary Tract,SC-001414.AV01,0,matrix_intact
Avana,ACH-001415,Bladder/Urinary Tract,SC-001415.AV01,0,matrix_intact
Avana,ACH-001416,Bladder/Urinary Tract,SC-001416.AV01,0,matrix_intact
Avana,ACH-001418,Ovary/Fallopian Tube,SC-001418.AV01,0,matrix_intact
Avana,ACH-001419,Breast,SC-001419.AV01,0,matrix_intact
Avana,ACH-001421,Eye,SC-001421.AV01,0,matrix_intact
Avana,ACH-001422,Prostate,SC-001422.AV01,0,matrix_intact
Avana,ACH-001430,Bone,SC-001430.AV01,0,matrix_intact
Avana,ACH-001431,Bone,SC-001431.AV01,0,matrix_intact
Avana,ACH-001433,Soft Tissue,SC-001433.AV01,0,matrix_intact
Avana,ACH-001442,Skin,SC-001442.AV01,0,matrix_intact
Avana,ACH-001443,Thyroid,SC-001443.AV01,0,matrix_intact
Avana,ACH-001450,Lymphoid,SC-001450.AV01,0,matrix_intact
Avana,ACH-001451,Cervix,SC-001451.AV01,0,matrix_intact
Avana,ACH-001453,Prostate,SC-001453.AV01,0,matrix_intact
Avana,ACH-001454,Bowel,SC-001454.AV01,0,matrix_intact
Avana,ACH-001458,Bowel,SC-001458.AV01,0,matrix_intact
Avana,ACH-001459,Bowel,SC-001459.AV01,0,matrix_intact
Avana,ACH-001460,Bowel,SC-001460.AV01,0,matrix_intact
Avana,ACH-001461,Bowel,SC-001461.AV01,0,matrix_intact
Avana,ACH-001481,Peripheral Nervous System,SC-001481.AV01,0,matrix_intact
Avana,ACH-001494,Biliary Tract,SC-001494.AV01,0,matrix_intact
Avana,ACH-001495,Uterus,SC-001495.AV01,0,matrix_intact
Avana,ACH-001496,Esophagus/Stomach,SC-001496.AV01,0,matrix_intact
Avana,ACH-001497,Esophagus/Stomach,SC-001497.AV01,0,matrix_intact
Avana,ACH-001498,Lymphoid,SC-001498.AV01,1,damaging
Avana,ACH-001500,Esophagus/Stomach,SC-001500.AV01,0,matrix_intact
Avana,ACH-001509,Head and Neck,SC-001509.AV01,0,matrix_intact
Avana,ACH-001510,Head and Neck,SC-001510.AV01,0,matrix_intact
Avana,ACH-001511,Head and Neck,SC-001511.AV01,0,matrix_intact
Avana,ACH-001513,Cervix,SC-001513.AV01,0,matrix_intact
Avana,ACH-001515,Cervix,SC-001515.AV01,0,matrix_intact
Avana,ACH-001517,Uterus,SC-001517.AV01,1,damaging
Avana,ACH-001518,Uterus,SC-001518.AV01,0,matrix_intact
Avana,ACH-001520,Lymphoid,SC-001520.AV01,0,matrix_intact
Avana,ACH-001521,Skin,SC-001521.AV01,0,matrix_intact
Avana,ACH-001522,Skin,SC-001522.AV01,0,matrix_intact
Avana,ACH-001523,Skin,SC-001523.AV01,0,matrix_intact
Avana,ACH-001524,Skin,SC-001524.AV01,0,matrix_intact
Avana,ACH-001525,Cervix,SC-001525.AV01,0,matrix_intact
Avana,ACH-001526,Bone,SC-001526.AV02,0,matrix_intact
Avana,ACH-001528,Thyroid,SC-001528.AV01,1,damaging
Avana,ACH-001529,Uterus,SC-001529.AV01,0,matrix_intact
Avana,ACH-001530,Uterus,SC-001530.AV01,0,matrix_intact
Avana,ACH-001532,Kidney,SC-001532.AV01,0,matrix_intact
Avana,ACH-001533,Lymphoid,SC-001533.AV01,0,matrix_intact
Avana,ACH-001536,Biliary Tract,SC-001536.AV01,0,matrix_intact
