source,model_id,lineage,eligible_screen_ids,EP300_matrix_value,EP300_status
Avana,ACH-001538,Biliary Tract,SC-001538.AV01,0,matrix_intact
Avana,ACH-001539,Lymphoid,SC-001539.AV01,0,matrix_intact
Avana,ACH-001542,Head and Neck,SC-001542.AV01,0,matrix_intact
Avana,ACH-001543,Head and Neck,SC-001543.AV01,0,matrix_intact
Avana,ACH-001547,Pleura,SC-001547.AV01,0,matrix_intact
Avana,ACH-001548,Peripheral Nervous System,SC-001548.AV01,0,matrix_intact
Avana,ACH-001549,Lung,SC-001549.AV01,1,damaging
Avana,ACH-001550,Skin,SC-001550.AV01,0,matrix_intact
Avana,ACH-001551,Skin,SC-001551.AV01,0,matrix_intact
Avana,ACH-001552,Skin,SC-001552.AV01,0,matrix_intact
Avana,ACH-001554,Eye,SC-001554.AV01,0,matrix_intact
Avana,ACH-001555,Pleura,SC-001555.AV01,1,damaging
Avana,ACH-001556,Pleura,SC-001556.AV01,0,matrix_intact
Avana,ACH-001557,Pleura,SC-001557.AV01,0,matrix_intact
Avana,ACH-001558,Pleura,SC-001558.AV01,0,matrix_intact
Avana,ACH-001559,Pleura,SC-001559.AV01,0,matrix_intact
Avana,ACH-001560,Pleura,SC-001560.AV01,0,matrix_intact
Avana,ACH-001562,Pleura,SC-001562.AV01,0,matrix_intact
Avana,ACH-001563,Skin,SC-001563.AV01,0,matrix_intact
Avana,ACH-001566,Skin,SC-001566.AV01,0,matrix_intact
Avana,ACH-001567,Skin,SC-001567.AV01,0,matrix_intact
Avana,ACH-001568,Skin,SC-001568.AV01,0,matrix_intact
Avana,ACH-001570,Skin,SC-001570.AV01,0,matrix_intact
Avana,ACH-001574,Myeloid,SC-001574.AV01,0,matrix_intact
Avana,ACH-001577,Myeloid,SC-001577.AV01,0,matrix_intact
Avana,ACH-001607,Biliary Tract,SC-001607.AV01,0,matrix_intact
Avana,ACH-001608,CNS/Brain,SC-001608.AV01,0,matrix_intact
Avana,ACH-001609,CNS/Brain,SC-001609.AV01,0,matrix_intact
Avana,ACH-001610,CNS/Brain,SC-001610.AV01,0,matrix_intact
Avana,ACH-001611,CNS/Brain,SC-001611.AV01,0,matrix_intact
Avana,ACH-001616,Lymphoid,SC-001616.AV01,0,matrix_intact
Avana,ACH-001618,Myeloid,SC-001618.AV01,0,matrix_intact
Avana,ACH-001619,Biliary Tract,SC-001619.AV01,0,matrix_intact
Avana,ACH-001622,CNS/Brain,SC-001622.AV01,0,matrix_intact
Avana,ACH-001623,CNS/Brain,SC-001623.AV01,0,matrix_intact
Avana,ACH-001624,CNS/Brain,SC-001624.AV01,0,matrix_intact
Avana,ACH-001627,Prostate,SC-001627.AV01,0,matrix_intact
Avana,ACH-001628,Ovary/Fallopian Tube,SC-001628.AV01,0,matrix_intact
Avana,ACH-001630,Ovary/Fallopian Tube,SC-001630.AV01,0,matrix_intact
Avana,ACH-001634,Lymphoid,SC-001634.AV01,0,matrix_intact
Avana,ACH-001641,Head and Neck,SC-001641.AV01,0,matrix_intact
Avana,ACH-001645,Skin,SC-001645.AV01,0,matrix_intact
Avana,ACH-001647,Myeloid,SC-001647.AV01,0,matrix_intact
Avana,ACH-001648,Prostate,SC-001648.AV01,0,matrix_intact
Avana,ACH-001649,Prostate,SC-001649.AV01,0,matrix_intact
Avana,ACH-001650,Cervix,SC-001650.AV01,0,matrix_intact
Avana,ACH-001651,Cervix,SC-001651.AV01,0,matrix_intact
Avana,ACH-001652,Cervix,SC-001652.AV01,0,matrix_intact
Avana,ACH-001653,Esophagus/Stomach,SC-001653.AV01,0,matrix_intact
Avana,ACH-001654,Esophagus/Stomach,SC-001654.AV01,0,matrix_intact
Avana,ACH-001655,Uterus,SC-001655.AV01,0,matrix_intact
Avana,ACH-001656,Myeloid,SC-001656.AV01,0,matrix_intact
Avana,ACH-001664,Esophagus/Stomach,SC-001664.AV01,2,damaging
Avana,ACH-001668,Testis,SC-001668.AV01,0,matrix_intact
Avana,ACH-001669,Lymphoid,SC-001669.AV01,0,matrix_intact
Avana,ACH-001670,CNS/Brain,SC-001670.AV01,0,matrix_intact
Avana,ACH-001673,Biliary Tract,SC-001673.AV01,0,matrix_intact
Avana,ACH-001674,Peripheral Nervous System,SC-001674.AV01,0,matrix_intact
Avana,ACH-001675,Head and Neck,SC-001675.AV01,0,matrix_intact
Avana,ACH-001677,Lymphoid,SC-001677.AV01,0,matrix_intact
Avana,ACH-001685,Lymphoid,SC-001685.AV01,0,matrix_intact
Avana,ACH-001687,Kidney,SC-001687.AV01,0,matrix_intact
Avana,ACH-001688,Kidney,SC-001688.AV01,0,matrix_intact
Avana,ACH-001690,Head and Neck,SC-001690.AV01,0,matrix_intact
Avana,ACH-001691,Head and Neck,SC-001691.AV01,0,matrix_intact
Avana,ACH-001692,Head and Neck,SC-001692.AV01,0,matrix_intact
Avana,ACH-001694,Head and Neck,SC-001694.AV01,0,matrix_intact
Avana,ACH-001696,Head and Neck,SC-001696.AV01,0,matrix_intact
Avana,ACH-001698,Head and Neck,SC-001698.AV01,0,matrix_intact
Avana,ACH-001699,Head and Neck,SC-001699.AV01,0,matrix_intact
Avana,ACH-001701,Head and Neck,SC-001701.AV01,0,matrix_intact
Avana,ACH-001702,Soft Tissue,SC-001702.AV01,0,matrix_intact
Avana,ACH-001707,Lymphoid,SC-001707.AV01,0,matrix_intact
Avana,ACH-001709,Lymphoid,SC-001709.AV01,0,matrix_intact
Avana,ACH-001711,CNS/Brain,SC-001711.AV01,0,matrix_intact
Avana,ACH-001715,Bone,SC-001715.AV01,0,matrix_intact
Avana,ACH-001719,Ovary/Fallopian Tube,SC-001719.AV01,0,matrix_intact
Avana,ACH-001735,Lymphoid,SC-001735.AV01,0,matrix_intact
Avana,ACH-001736,Lymphoid,SC-001736.AV01,0,matrix_intact
Avana,ACH-001737,Lymphoid,SC-001737.AV01,0,matrix_intact
Avana,ACH-001740,Soft Tissue,SC-001740.AV01,0,matrix_intact
Avana,ACH-001745,Soft Tissue,SC-001745.AV01,0,matrix_intact
Avana,ACH-001750,Soft Tissue,SC-001750.AV01,0,matrix_intact
Avana,ACH-001765,Soft Tissue,SC-001765.AV01,0,matrix_intact
Avana,ACH-001786,Bowel,SC-001786.AV01,0,matrix_intact
Avana,ACH-001791,Soft Tissue,SC-001791.AV01,0,matrix_intact
Avana,ACH-001793,Soft Tissue,SC-001793.AV01,0,matrix_intact
Avana,ACH-001794,Soft Tissue,SC-001794.AV01,0,matrix_intact
Avana,ACH-001795,Soft Tissue,SC-001795.AV01,0,matrix_intact
Avana,ACH-001796,Soft Tissue,SC-001796.AV01,0,matrix_intact
Avana,ACH-001799,Soft Tissue,SC-001799.AV01,0,matrix_intact
Avana,ACH-001802,Soft Tissue,SC-001802.AV01,0,matrix_intact
Avana,ACH-001804,Soft Tissue,SC-001804.AV01,0,matrix_intact
Avana,ACH-001814,Bone,SC-001814.AV01,0,matrix_intact
Avana,ACH-001819,Breast,SC-001819.AV01,0,matrix_intact
Avana,ACH-001820,Breast,SC-001820.AV01,0,matrix_intact
Avana,ACH-001834,Biliary Tract,SC-001834.AV01,0,matrix_intact
Avana,ACH-001835,Biliary Tract,SC-001835.AV01,0,matrix_intact
Avana,ACH-001836,Biliary Tract,SC-001836.AV01,0,matrix_intact
Avana,ACH-001838,Biliary Tract,SC-001838.AV01,0,matrix_intact
Avana,ACH-001839,Biliary Tract,SC-001839.AV01,0,matrix_intact
Avana,ACH-001841,Biliary Tract,SC-001841.AV01,0,matrix_intact
Avana,ACH-001842,Biliary Tract,SC-001842.AV01,0,matrix_intact
Avana,ACH-001843,Biliary Tract,SC-001843.AV01,0,matrix_intact
Avana,ACH-001844,Biliary Tract,SC-001844.AV01,0,matrix_intact
Avana,ACH-001848,Biliary Tract,SC-001848.AV01,0,matrix_intact
Avana,ACH-001849,Biliary Tract,SC-001849.AV01,0,matrix_intact
Avana,ACH-001850,Biliary Tract,SC-001850.AV01,0,matrix_intact
Avana,ACH-001852,Biliary Tract,SC-001852.AV01,0,matrix_intact
Avana,ACH-001853,Liver,SC-001853.AV01,0,matrix_intact
Avana,ACH-001856,Biliary Tract,SC-001856.AV01,0,matrix_intact
Avana,ACH-001857,Biliary Tract,SC-001857.AV01,0,matrix_intact
Avana,ACH-001858,Biliary Tract,SC-001858.AV01,0,matrix_intact
Avana,ACH-001861,Biliary Tract,SC-001861.AV01,0,matrix_intact
Avana,ACH-001862,Ampulla of Vater,SC-001862.AV01,0,matrix_intact
Avana,ACH-001863,Biliary Tract,SC-001863.AV01,0,matrix_intact
Avana,ACH-001864,Biliary Tract,SC-001864.AV01,0,matrix_intact
Avana,ACH-001959,Biliary Tract,SC-001959.AV01,0,matrix_intact
Avana,ACH-001960,Biliary Tract,SC-001960.AV01,0,matrix_intact
Avana,ACH-001961,Biliary Tract,SC-001961.AV01,0,matrix_intact
Avana,ACH-001970,Skin,SC-001970.AV01,0,matrix_intact
Avana,ACH-001973,Skin,SC-001973.AV01,0,matrix_intact
Avana,ACH-001977,Pleura,SC-001977.AV01,1,damaging
Avana,ACH-001982,Skin,SC-001982.AV01,0,matrix_intact
Avana,ACH-001986,Skin,SC-001986.AV01,0,matrix_intact
Avana,ACH-001990,Skin,SC-001990.AV01,0,matrix_intact
Avana,ACH-001991,Ovary/Fallopian Tube,SC-001991.AV01,0,matrix_intact
Avana,ACH-001992,Pleura,SC-001992.AV01,1,damaging
Avana,ACH-001993,Lymphoid,SC-001993.AV01,0,matrix_intact
Avana,ACH-001997,Biliary Tract,SC-001997.AV01,0,matrix_intact
Avana,ACH-001999,Pancreas,SC-001999.AV01,0,matrix_intact
Avana,ACH-002001,Skin,SC-002001.AV01,1,damaging
Avana,ACH-002002,Skin,SC-002002.AV01,1,damaging
Avana,ACH-002003,Skin,SC-002003.AV01,1,damaging
Avana,ACH-002005,Skin,SC-002005.AV01,0,matrix_intact
Avana,ACH-002014,Eye,SC-002014.AV02,0,matrix_intact
Avana,ACH-002015,Eye,SC-002015.AV01,0,matrix_intact
Avana,ACH-002016,Eye,SC-002016.AV01,0,matrix_intact
Avana,ACH-002018,Eye,SC-002018.AV01,0,matrix_intact
Avana,ACH-002019,Cervix,SC-002019.AV01,0,matrix_intact
Avana,ACH-002020,Cervix,SC-002020.AV01,1,damaging
Avana,ACH-002021,Uterus,SC-002021.AV01,0,matrix_intact
Avana,ACH-002023,Ampulla of Vater,SC-002023.AV01,0,matrix_intact
Avana,ACH-002024,Bowel,SC-002024.AV01,0,matrix_intact
Avana,ACH-002025,Bowel,SC-002025.AV01,0,matrix_intact
Avana,ACH-002026,Uterus,SC-002026.AV01,0,matrix_intact
Avana,ACH-002027,Uterus,SC-002027.AV01,0,matrix_intact
Avana,ACH-002029,Head and Neck,SC-002029.AV01,0,matrix_intact
Avana,ACH-002030,Head and Neck,SC-002030.AV01,0,matrix_intact
Avana,ACH-002035,Lung,SC-002035.AV01,0,matrix_intact
Avana,ACH-002039,Pancreas,SC-002039.AV01,0,matrix_intact
Avana,ACH-002040,Vulva/Vagina,SC-002040.AV01,0,matrix_intact
Avana,ACH-002041,Thyroid,SC-002041.AV01,0,matrix_intact
Avana,ACH-002042,Head and Neck,SC-002042.AV01,0,matrix_intact
Avana,ACH-002043,Head and Neck,SC-002043.AV01,0,matrix_intact
Avana,ACH-002044,Head and Neck,SC-002044.AV01,0,matrix_intact
Avana,ACH-002045,Head and Neck,SC-002045.AV01,0,matrix_intact
Avana,ACH-002046,Uterus,SC-002046.AV01,0,matrix_intact
Avana,ACH-002048,Soft Tissue,SC-002048.AV01,0,matrix_intact
Avana,ACH-002051,Lung,SC-002051.AV01,0,matrix_intact
Avana,ACH-002059,Lymphoid,SC-002059.AV01,1,damaging
Avana,ACH-002061,Myeloid,SC-002061.AV01,0,matrix_intact
Avana,ACH-002062,Lymphoid,SC-002062.AV01,0,matrix_intact
Avana,ACH-002066,Peripheral Nervous System,SC-002066.AV01,0,matrix_intact
Avana,ACH-002067,Bone,SC-002067.AV01,0,matrix_intact
Avana,ACH-002069,Bone,SC-002069.AV01,0,matrix_intact
Avana,ACH-002070,CNS/Brain,SC-002070.AV01,0,matrix_intact
Avana,ACH-002077,Lung,SC-002077.AV01,0,matrix_intact
Avana,ACH-002080,Peripheral Nervous System,SC-002080.AV01,0,matrix_intact
Avana,ACH-002084,Skin,SC-002084.AV01,0,matrix_intact
Avana,ACH-002214,Lymphoid,SC-002214.AV01,0,matrix_intact
Avana,ACH-002215,Lymphoid,SC-002215.AV01,0,matrix_intact
Avana,ACH-002291,Testis,SC-002291.AV01,0,matrix_intact
Avana,ACH-002399,Breast,SC-002399.AV01,0,matrix_intact
Avana,ACH-002446,Esophagus/Stomach,SC-002446.AV01,0,matrix_intact
Avana,ACH-002458,Skin,SC-002458.AV01,0,matrix_intact
Avana,ACH-002459,Skin,SC-002459.AV01,0,matrix_intact
Avana,ACH-002460,Skin,SC-002460.AV01,0,matrix_intact
Avana,ACH-002461,Skin,SC-002461.AV01,0,matrix_intact
Avana,ACH-002462,Eye,SC-002462.AV01,0,matrix_intact
Avana,ACH-002463,Eye,SC-002463.AV01,0,matrix_intact
Avana,ACH-002464,Eye,SC-002464.AV01,0,matrix_intact
Avana,ACH-002465,Eye,SC-002465.AV01,0,matrix_intact
Avana,ACH-002467,Eye,SC-002467.AV01,0,matrix_intact
Avana,ACH-002471,Bone,SC-002471.AV01,0,matrix_intact
Avana,ACH-002478,Lymphoid,SC-002478.AV01,0,matrix_intact
Avana,ACH-002485,Lymphoid,SC-002485.AV01,0,matrix_intact
Avana,ACH-002486,Ovary/Fallopian Tube,SC-002486.AV01,0,matrix_intact
Avana,ACH-002508,Skin,SC-002508.AV01,0,matrix_intact
Avana,ACH-002510,Skin,SC-002510.AV01,0,matrix_intact
Avana,ACH-002511,Skin,SC-002511.AV01,0,matrix_intact
Avana,ACH-002512,Skin,SC-002512.AV01,0,matrix_intact
Avana,ACH-002522,Lung,SC-002522.AV01,0,matrix_intact
Avana,ACH-002523,Liver,SC-002523.AV01,0,matrix_intact
Avana,ACH-002524,Ovary/Fallopian Tube,SC-002524.AV01,0,matrix_intact
Avana,ACH-002526,Lung,SC-002526.AV01,0,matrix_intact
Avana,ACH-002531,Lung,SC-002531.AV01,0,matrix_intact
Avana,ACH-002533,Kidney,SC-002533.AV01,0,matrix_intact
Avana,ACH-002535,Bowel,SC-002535.AV01,0,matrix_intact
Avana,ACH-002647,Biliary Tract,SC-002647.AV01,0,matrix_intact
Avana,ACH-002650,Lung,SC-002650.AV01,0,matrix_intact
Avana,ACH-002654,Bowel,SC-002654.AV01,0,matrix_intact
Avana,ACH-002659,Bowel,SC-002659.AV01,0,matrix_intact
Avana,ACH-002664,Bowel,SC-002664.AV01,0,matrix_intact
Avana,ACH-002669,Bowel,SC-002669.AV01,0,matrix_intact
Avana,ACH-002672,Pancreas,SC-002672.AV01,0,matrix_intact
Avana,ACH-002680,CNS/Brain,SC-002680.AV01,0,matrix_intact
Avana,ACH-002687,Eye,SC-002687.AV01,0,matrix_intact
Avana,ACH-002693,Peripheral Nervous System,SC-002693.AV01,0,matrix_intact
Avana,ACH-002710,Peripheral Nervous System,SC-002710.AV01,0,matrix_intact
Avana,ACH-002785,Soft Tissue,SC-002785.AV01,0,matrix_intact
Avana,ACH-002799,Peripheral Nervous System,SC-002799.AV01,0,matrix_intact
Avana,ACH-002800,Peripheral Nervous System,SC-002800.AV01,0,matrix_intact
Avana,ACH-002834,Bone,SC-002834.AV01,0,matrix_intact
Avana,ACH-002847,Skin,SC-002847.AV01,0,matrix_intact
Avana,ACH-002922,Peripheral Nervous System,SC-002922.AV01,0,matrix_intact
Avana,ACH-002925,Eye,SC-002925.AV01,0,matrix_intact
Avana,ACH-002926,Eye,SC-002926.AV01,0,matrix_intact
KY,ACH-000001,Ovary/Fallopian Tube,SC-000001.KY01,0,matrix_intact
KY,ACH-000007,Bowel,SC-000007.KY01,0,matrix_intact
KY,ACH-000009,Bowel,SC-000009.KY01,0,matrix_intact
KY,ACH-000019,Breast,SC-000019.KY01,0,matrix_intact
KY,ACH-000023,Pancreas,SC-000023.KY01,0,matrix_intact
KY,ACH-000024,Lymphoid,SC-000024.KY01,0,matrix_intact
KY,ACH-000030,Lung,SC-000030.KY01,0,matrix_intact
KY,ACH-000035,Lung,SC-000035.KY01,0,matrix_intact
KY,ACH-000042,Pancreas,SC-000042.KY01,0,matrix_intact
KY,ACH-000048,Ovary/Fallopian Tube,SC-000048.KY01,0,matrix_intact
KY,ACH-000060,Pancreas,SC-000060.KY01,2,damaging
KY,ACH-000067,CNS/Brain,SC-000067.KY01,0,matrix_intact
KY,ACH-000075,CNS/Brain,SC-000075.KY01,0,matrix_intact
KY,ACH-000094,Pancreas,SC-000094.KY01,0,matrix_intact
KY,ACH-000098,CNS/Brain,SC-000098.KY01,0,matrix_intact
KY,ACH-000103,Ovary/Fallopian Tube,SC-000103.KY01,0,matrix_intact
KY,ACH-000108,Pancreas,SC-000108.KY01,0,matrix_intact
KY,ACH-000111,Breast,SC-000111.KY01,0,matrix_intact
KY,ACH-000113,Myeloid,SC-000113.KY01,0,matrix_intact
KY,ACH-000114,Pancreas,SC-000114.KY01,0,matrix_intact
KY,ACH-000118,Pancreas,SC-000118.KY01,0,matrix_intact
KY,ACH-000120,Peripheral Nervous System,SC-000120.KY01,0,matrix_intact
KY,ACH-000124,Lymphoid,SC-000124.KY01,0,matrix_intact
KY,ACH-000132,Ovary/Fallopian Tube,SC-000132.KY01,1,damaging
KY,ACH-000137,CNS/Brain,SC-000137.KY01,0,matrix_intact
KY,ACH-000139,Pancreas,SC-000139.KY01,0,matrix_intact
KY,ACH-000144,Esophagus/Stomach,SC-000144.KY01,0,matrix_intact
KY,ACH-000147,Breast,SC-000147.KY01,0,matrix_intact
KY,ACH-000148,Breast,SC-000148.KY01,0,matrix_intact
KY,ACH-000149,Peripheral Nervous System,SC-000149.KY01,0,matrix_intact
KY,ACH-000155,Pancreas,SC-000155.KY01,0,matrix_intact
KY,ACH-000176,Lung,SC-000176.KY01,2,damaging
KY,ACH-000181,Head and Neck,SC-000181.KY01,0,matrix_intact
KY,ACH-000183,Lymphoid,SC-000183.KY01,0,matrix_intact
KY,ACH-000192,Uterus,SC-000192.KY01,0,matrix_intact
KY,ACH-000200,CNS/Brain,SC-000200.KY01,0,matrix_intact
KY,ACH-000204,Lymphoid,SC-000204.KY01,0,matrix_intact
KY,ACH-000207,Head and Neck,SC-000207.KY01,0,matrix_intact
KY,ACH-000213,Pancreas,SC-000213.KY01,0,matrix_intact
KY,ACH-000219,Skin,SC-000219.KY01,1,damaging
KY,ACH-000222,Pancreas,SC-000222.KY01,0,matrix_intact
KY,ACH-000223,Breast,SC-000223.KY01,0,matrix_intact
KY,ACH-000227,Peripheral Nervous System,SC-000227.KY01,0,matrix_intact
KY,ACH-000232,CNS/Brain,SC-000232.KY01,0,matrix_intact
KY,ACH-000235,Pancreas,SC-000235.KY01,0,matrix_intact
KY,ACH-000238,Head and Neck,SC-000238.KY01,0,matrix_intact
KY,ACH-000243,Pancreas,SC-000243.KY01,0,matrix_intact
KY,ACH-000244,CNS/Brain,SC-000244.KY01,0,matrix_intact
KY,ACH-000248,Breast,SC-000248.KY01,0,matrix_intact
KY,ACH-000249,Bowel,SC-000249.KY01,0,matrix_intact
KY,ACH-000252,Bowel,SC-000252.KY01,0,matrix_intact
KY,ACH-000260,Peripheral Nervous System,SC-000260.KY01,0,matrix_intact
KY,ACH-000265,Pancreas,SC-000265.KY01,0,matrix_intact
KY,ACH-000269,CNS/Brain,SC-000269.KY01,0,matrix_intact
KY,ACH-000271,Lymphoid,SC-000271.KY01,1,damaging
KY,ACH-000273,CNS/Brain,SC-000273.KY01,0,matrix_intact
KY,ACH-000276,Breast,SC-000276.KY01,0,matrix_intact
KY,ACH-000291,Ovary/Fallopian Tube,SC-000291.KY01,0,matrix_intact
KY,ACH-000293,Uterus,SC-000293.KY01,0,matrix_intact
KY,ACH-000305,Esophagus/Stomach,SC-000305.KY01,0,matrix_intact
KY,ACH-000308,Ovary/Fallopian Tube,SC-000308.KY01,0,matrix_intact
KY,ACH-000318,Esophagus/Stomach,SC-000318.KY01,0,matrix_intact
KY,ACH-000320,Pancreas,SC-000320.KY01,0,matrix_intact
KY,ACH-000323,CNS/Brain,SC-000323.KY01,0,matrix_intact
KY,ACH-000336,Myeloid,SC-000336.KY01,0,matrix_intact
KY,ACH-000337,Lung,SC-000337.KY01,0,matrix_intact
KY,ACH-000341,Peripheral Nervous System,SC-000341.KY01,0,matrix_intact
KY,ACH-000350,Bowel,SC-000350.KY01,0,matrix_intact
KY,ACH-000354,Pancreas,SC-000354.KY01,0,matrix_intact
KY,ACH-000366,Peripheral Nervous System,SC-000366.KY01,0,matrix_intact
KY,ACH-000367,Pleura,SC-000367.KY01,0,matrix_intact
KY,ACH-000374,Breast,SC-000374.KY01,0,matrix_intact
KY,ACH-000376,CNS/Brain,SC-000376.KY01,0,matrix_intact
KY,ACH-000381,Bowel,SC-000381.KY01,0,matrix_intact
KY,ACH-000383,Esophagus/Stomach,SC-000383.KY01,0,matrix_intact
KY,ACH-000391,Bone,SC-000391.KY01,0,matrix_intact
KY,ACH-000395,Lung,SC-000395.KY01,0,matrix_intact
KY,ACH-000408,Esophagus/Stomach,SC-000408.KY01,0,matrix_intact
KY,ACH-000411,Kidney,SC-000411.KY01,0,matrix_intact
KY,ACH-000414,Lung,SC-000414.KY01,0,matrix_intact
KY,ACH-000417,Pancreas,SC-000417.KY01,0,matrix_intact
KY,ACH-000421,Bowel,SC-000421.KY01,0,matrix_intact
KY,ACH-000424,Bone,SC-000424.KY01,0,matrix_intact
KY,ACH-000427,Esophagus/Stomach,SC-000427.KY01,0,matrix_intact
KY,ACH-000430,Ovary/Fallopian Tube,SC-000430.KY01,0,matrix_intact
KY,ACH-000434,Lung,SC-000434.KY01,0,matrix_intact
KY,ACH-000437,CNS/Brain,SC-000437.KY01,0,matrix_intact
KY,ACH-000438,Lung,SC-000438.KY01,0,matrix_intact
KY,ACH-000442,Lung,SC-000442.KY01,0,matrix_intact
KY,ACH-000452,Esophagus/Stomach,SC-000452.KY01,0,matrix_intact
KY,ACH-000464,CNS/Brain,SC-000464.KY01,0,matrix_intact
KY,ACH-000469,CNS/Brain,SC-000469.KY01,0,matrix_intact
KY,ACH-000481,Lung,SC-000481.KY01,0,matrix_intact
KY,ACH-000501,Bowel,SC-000501.KY01,0,matrix_intact
KY,ACH-000504,CNS/Brain,SC-000504.KY01,0,matrix_intact
KY,ACH-000505,Soft Tissue,SC-000505.KY01,0,matrix_intact
KY,ACH-000510,Lung,SC-000510.KY01,0,matrix_intact
KY,ACH-000518,Head and Neck,SC-000518.KY01,0,matrix_intact
KY,ACH-000524,Ovary/Fallopian Tube,SC-000524.KY01,0,matrix_intact
KY,ACH-000527,Ovary/Fallopian Tube,SC-000527.KY01,0,matrix_intact
KY,ACH-000532,Bowel,SC-000532.KY01,0,matrix_intact
KY,ACH-000535,Pancreas,SC-000535.KY01,1,damaging
KY,ACH-000544,Esophagus/Stomach,SC-000544.KY01,0,matrix_intact
KY,ACH-000546,Head and Neck,SC-000546.KY01,0,matrix_intact
KY,ACH-000548,Head and Neck,SC-000548.KY01,0,matrix_intact
KY,ACH-000552,Bowel,SC-000552.KY01,0,matrix_intact
KY,ACH-000554,Breast,SC-000554.KY01,0,matrix_intact
KY,ACH-000558,CNS/Brain,SC-000558.KY01,0,matrix_intact
KY,ACH-000561,Esophagus/Stomach,SC-000561.KY01,1,damaging
KY,ACH-000562,Lung,SC-000562.KY01,0,matrix_intact
KY,ACH-000563,Lung,SC-000563.KY01,0,matrix_intact
KY,ACH-000565,Bowel,SC-000565.KY01,1,damaging
KY,ACH-000571,CNS/Brain,SC-000571.KY01,0,matrix_intact
KY,ACH-000573,Breast,SC-000573.KY01,0,matrix_intact
KY,ACH-000581,Esophagus/Stomach,SC-000581.KY01,1,damaging
KY,ACH-000584,Ovary/Fallopian Tube,SC-000584.KY01,0,matrix_intact
KY,ACH-000585,Lung,SC-000585.KY01,0,matrix_intact
KY,ACH-000587,Lung,SC-000587.KY01,0,matrix_intact
KY,ACH-000595,CNS/Brain,SC-000595.KY01,0,matrix_intact
KY,ACH-000596,Lung,SC-000596.KY01,0,matrix_intact
KY,ACH-000599,Pancreas,SC-000599.KY01,0,matrix_intact
KY,ACH-000601,Pancreas,SC-000601.KY01,0,matrix_intact
KY,ACH-000609,CNS/Brain,SC-000609.KY01,0,matrix_intact
KY,ACH-000619,Head and Neck,SC-000619.KY01,0,matrix_intact
KY,ACH-000622,CNS/Brain,SC-000622.KY01,0,matrix_intact
KY,ACH-000624,Breast,SC-000624.KY01,0,matrix_intact
KY,ACH-000637,Esophagus/Stomach,SC-000637.KY01,0,matrix_intact
KY,ACH-000651,Bowel,SC-000651.KY01,0,matrix_intact
KY,ACH-000652,Pancreas,SC-000652.KY01,0,matrix_intact
KY,ACH-000656,Lymphoid,SC-000656.KY01,0,matrix_intact
KY,ACH-000657,Ovary/Fallopian Tube,SC-000657.KY01,0,matrix_intact
KY,ACH-000660,Lymphoid,SC-000660.KY01,0,matrix_intact
KY,ACH-000662,Lung,SC-000662.KY01,0,matrix_intact
KY,ACH-000665,Lung,SC-000665.KY01,0,matrix_intact
KY,ACH-000666,Lung,SC-000666.KY01,0,matrix_intact
KY,ACH-000668,Breast,SC-000668.KY01,0,matrix_intact
KY,ACH-000677,Lung,SC-000677.KY01,0,matrix_intact
KY,ACH-000681,Lung,SC-000681.KY01,0,matrix_intact
KY,ACH-000694,Esophagus/Stomach,SC-000694.KY01,0,matrix_intact
KY,ACH-000696,Ovary/Fallopian Tube,SC-000696.KY01,1,damaging
KY,ACH-000699,Breast,SC-000699.KY01,0,matrix_intact
KY,ACH-000704,Ovary/Fallopian Tube,SC-000704.KY01,0,matrix_intact
KY,ACH-000711,Breast,SC-000711.KY01,0,matrix_intact
KY,ACH-000714,Lymphoid,SC-000714.KY01,0,matrix_intact
KY,ACH-000717,Esophagus/Stomach,SC-000717.KY01,0,matrix_intact
KY,ACH-000719,Ovary/Fallopian Tube,SC-000719.KY01,0,matrix_intact
KY,ACH-000722,Bowel,SC-000722.KY01,0,matrix_intact
KY,ACH-000738,CNS/Brain,SC-000738.KY01,0,matrix_intact
KY,ACH-000740,Head and Neck,SC-000740.KY01,0,matrix_intact
KY,ACH-000748,Bone,SC-000748.KY01,0,matrix_intact
KY,ACH-000756,CNS/Brain,SC-000756.KY01,0,matrix_intact
KY,ACH-000768,Breast,SC-000768.KY01,0,matrix_intact
KY,ACH-000769,Lung,SC-000769.KY01,0,matrix_intact
KY,ACH-000778,Head and Neck,SC-000778.KY01,0,matrix_intact
KY,ACH-000781,Lung,SC-000781.KY01,0,matrix_intact
KY,ACH-000784,Esophagus/Stomach,SC-000784.KY01,0,matrix_intact
KY,ACH-000787,Lung,SC-000787.KY01,0,matrix_intact
KY,ACH-000788,Skin,SC-000788.KY01,0,matrix_intact
KY,ACH-000793,Esophagus/Stomach,SC-000793.KY01,0,matrix_intact
KY,ACH-000794,Head and Neck,SC-000794.KY01,0,matrix_intact
KY,ACH-000796,Ovary/Fallopian Tube,SC-000796.KY01,0,matrix_intact
KY,ACH-000809,Esophagus/Stomach,SC-000809.KY01,0,matrix_intact
KY,ACH-000817,Lymphoid,SC-000817.KY01,0,matrix_intact
KY,ACH-000823,Esophagus/Stomach,SC-000823.KY01,0,matrix_intact
KY,ACH-000824,Esophagus/Stomach,SC-000824.KY01,0,matrix_intact
KY,ACH-000832,Head and Neck,SC-000832.KY01,0,matrix_intact
KY,ACH-000841,Lung,SC-000841.KY01,0,matrix_intact
