pair_id,source,primary_confirmatory,delta,pair_count,permutation_extreme_count,permutation_p_one_sided_lower,bootstrap_ci_low,bootstrap_ci_high,pass,gates_json,lineage_deltas_json
EP300_damaging_to_CREBBP,Avana,False,-0.4171511627906977,2752,0,9.99990000099999e-06,-0.5566860465116279,-0.2609011627906977,False,"{""at_least_5_negative_lineages"": true, ""bootstrap_upper_lt_0"": true, ""delta_le_minus_0_20"": true, ""delta_lt_0"": true, ""no_lineage_delta_gt_plus_0_20"": false, ""permutation_p_le_0_05"": true}","{""Bladder/Urinary Tract"": -0.8518518518518519, ""Bowel"": -0.45, ""CNS/Brain"": 0.3333333333333333, ""Cervix"": -0.5, ""Esophagus/Stomach"": -0.8, ""Head and Neck"": -1.0, ""Liver"": -0.7391304347826086, ""Lung"": -0.44871794871794873, ""Lymphoid"": -0.4514285714285714, ""Myeloid"": -0.17647058823529413, ""Ovary/Fallopian Tube"": -0.2727272727272727, ""Pancreas"": 0.4, ""Peripheral Nervous System"": 0.2, ""Pleura"": -0.6, ""Skin"": -0.66875, ""Soft Tissue"": -0.37142857142857144, ""Thyroid"": -0.6666666666666666, ""Uterus"": 0.18181818181818182}"
EP300_damaging_to_CREBBP,KY,False,-0.4767932489451477,711,4,4.999950000499995e-05,-0.6708860759493671,-0.26863572433192684,False,"{""at_least_5_negative_lineages"": true, ""bootstrap_upper_lt_0"": true, ""delta_le_minus_0_20"": true, ""delta_lt_0"": true, ""no_lineage_delta_gt_plus_0_20"": false, ""permutation_p_le_0_05"": true}","{""Bowel"": -0.7799043062200957, ""Breast"": -0.5833333333333334, ""CNS/Brain"": -0.75, ""Esophagus/Stomach"": -0.788235294117647, ""Lung"": -0.42857142857142855, ""Lymphoid"": 0.7777777777777778, ""Ovary/Fallopian Tube"": 0.44, ""Pancreas"": 0.047619047619047616, ""Prostate"": 1.0, ""Skin"": 0.3333333333333333, ""Uterus"": -1.0}"
