pair_id,source,exposed_models,reference_models,contributing_lineages,expected_delta,normal_mean_shift,null_permutations,alternative_simulations,critical_delta,simulated_power,confirmatory_power_adequate
EP300_damaging_to_CREBBP,Avana,61,914,18,-0.2,-0.358286909243,100000,10000,-0.14680232558139536,0.7401,False
EP300_damaging_to_CREBBP,KY,34,281,11,-0.2,-0.358286909243,100000,10000,-0.2039381153305204,0.4984,False
