pair_id,source,exposed_models,reference_models,contributing_lineages,expected_delta,normal_mean_shift,null_permutations,alternative_simulations,critical_delta,simulated_power,confirmatory_power_adequate
APC_damaging_to_TDO2,Avana,54,921,11,-0.2,-0.358286909243,100000,10000,-0.19735099337748344,0.5184,False
APC_damaging_to_TDO2,KY,30,285,5,-0.2,-0.358286909243,100000,10000,-0.3103448275862069,0.2861,False
