pair_id,source,primary_confirmatory,delta,pair_count,permutation_extreme_count,permutation_p_one_sided_lower,bootstrap_ci_low,bootstrap_ci_high,pass,gates_json,lineage_deltas_json
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,False,-0.07683284457478005,1705,22189,0.22189778102218977,-0.23870967741935484,0.08504398826979472,False,"{""at_least_5_negative_lineages"": true, ""bootstrap_upper_lt_0"": false, ""delta_le_minus_0_20"": false, ""delta_lt_0"": true, ""no_lineage_delta_gt_plus_0_20"": false, ""permutation_p_le_0_05"": false}","{""Biliary Tract"": -0.9393939393939394, ""Bowel"": -0.15315315315315314, ""Breast"": -0.4421052631578947, ""CNS/Brain"": 0.2222222222222222, ""Cervix"": -1.0, ""Esophagus/Stomach"": 0.06862745098039216, ""Eye"": -0.42857142857142855, ""Head and Neck"": 0.038461538461538464, ""Kidney"": -1.0, ""Lung"": 0.48623853211009177, ""Myeloid"": 0.06060606060606061, ""Ovary/Fallopian Tube"": 0.1168091168091168, ""Pancreas"": 0.21052631578947367, ""Peripheral Nervous System"": -0.8, ""Testis"": 1.0, ""Uterus"": -0.14285714285714285}"
BRCA1_or_BRCA2_damaging_to_POLQ,KY,False,-0.3738140417457306,527,310,0.003109968900310997,-0.6091081593927894,-0.10815939278937381,True,"{""at_least_5_negative_lineages"": true, ""bootstrap_upper_lt_0"": true, ""delta_le_minus_0_20"": true, ""delta_lt_0"": true, ""no_lineage_delta_gt_plus_0_20"": true, ""permutation_p_le_0_05"": true}","{""Bowel"": -0.6363636363636364, ""Breast"": -0.24242424242424243, ""Esophagus/Stomach"": -0.631578947368421, ""Lung"": -0.6216216216216216, ""Ovary/Fallopian Tube"": 0.025974025974025976, ""Pancreas"": -0.42857142857142855, ""Prostate"": 0.0, ""Uterus"": -0.6666666666666666}"
