pair_id,source,model_id,lineage,status,target_score
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000004,Myeloid,matrix_intact,-1.072416878640467
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000005,Myeloid,matrix_intact,0.05450967304479752
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000007,Bowel,matrix_intact,-0.5869728414417325
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000009,Bowel,matrix_intact,-0.5746268472094339
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000011,Bladder/Urinary Tract,matrix_intact,-0.5684600583637743
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000012,Lung,matrix_intact,-0.4835853080186082
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000013,Ovary/Fallopian Tube,matrix_intact,-0.3410175433668612
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000015,Lung,matrix_intact,-0.31812020111600825
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000017,Breast,matrix_intact,-0.2670097832169235
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000018,Bladder/Urinary Tract,matrix_intact,-0.15791591775475539
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000019,Breast,matrix_intact,-0.70606492626814
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000021,Lung,matrix_intact,-0.5592269204878204
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000022,Pancreas,matrix_intact,-0.2006030718004625
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000024,Lymphoid,matrix_intact,-0.7060541419962844
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000025,CNS/Brain,matrix_intact,-0.8792481546070493
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000028,Breast,matrix_intact,-0.5891015795574099
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000029,Lung,matrix_intact,-0.3656678309331816
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000030,Lung,matrix_intact,-0.2842698753684896
BRCA1_or_BRCA2_damaging_to_POLQ,Avana,ACH-000035,Lung,matrix_intact,-0.9060251939886346
