pair_id,source,model_id,lineage,status,target_score
TP53_damaging_to_TIPARP,Avana,ACH-000004,Myeloid,damaging,-0.1983089679528227
TP53_damaging_to_TIPARP,Avana,ACH-000005,Myeloid,damaging,0.17949262241518582
TP53_damaging_to_TIPARP,Avana,ACH-000007,Bowel,matrix_intact,-0.20913310205805458
TP53_damaging_to_TIPARP,Avana,ACH-000009,Bowel,damaging,0.2047759043445334
TP53_damaging_to_TIPARP,Avana,ACH-000011,Bladder/Urinary Tract,matrix_intact,-2.7500173067238434
TP53_damaging_to_TIPARP,Avana,ACH-000012,Lung,matrix_intact,-1.000527112328899
TP53_damaging_to_TIPARP,Avana,ACH-000013,Ovary/Fallopian Tube,damaging,-0.3714542540555165
TP53_damaging_to_TIPARP,Avana,ACH-000015,Lung,damaging,-0.014735193396489155
TP53_damaging_to_TIPARP,Avana,ACH-000017,Breast,damaging,0.27350059438913776
TP53_damaging_to_TIPARP,Avana,ACH-000018,Bladder/Urinary Tract,damaging,-0.14803291428205695
TP53_damaging_to_TIPARP,Avana,ACH-000019,Breast,matrix_intact,-0.12038929672048448
TP53_damaging_to_TIPARP,Avana,ACH-000021,Lung,damaging,-0.2916572388600428
TP53_damaging_to_TIPARP,Avana,ACH-000022,Pancreas,damaging,0.17201229965421663
TP53_damaging_to_TIPARP,Avana,ACH-000024,Lymphoid,damaging,1.050356388933793
TP53_damaging_to_TIPARP,Avana,ACH-000025,CNS/Brain,matrix_intact,-1.1337279360645143
TP53_damaging_to_TIPARP,Avana,ACH-000028,Breast,matrix_intact,-0.16953104029796068
TP53_damaging_to_TIPARP,Avana,ACH-000029,Lung,matrix_intact,-1.4734092326675485
TP53_damaging_to_TIPARP,Avana,ACH-000030,Lung,damaging,-0.35737249014754724
TP53_damaging_to_TIPARP,Avana,ACH-000035,Lung,damaging,-0.2077687397937722
TP53_damaging_to_TIPARP,Avana,ACH-000036,CNS/Brain,matrix_intact,-0.8652512691233696
TP53_damaging_to_TIPARP,Avana,ACH-000037,Soft Tissue,damaging,-0.3526627472689108
TP53_damaging_to_TIPARP,Avana,ACH-000039,Bone,matrix_intact,-0.19127328876008912
TP53_damaging_to_TIPARP,Avana,ACH-000040,CNS/Brain,damaging,-0.9617896392912503
TP53_damaging_to_TIPARP,Avana,ACH-000041,Bone,damaging,-0.14208835517500293
TP53_damaging_to_TIPARP,Avana,ACH-000042,Pancreas,damaging,-0.3667974035114959
TP53_damaging_to_TIPARP,Avana,ACH-000045,Myeloid,matrix_intact,-0.12644075281203024
TP53_damaging_to_TIPARP,Avana,ACH-000047,Esophagus/Stomach,damaging,-0.7428748314060284
TP53_damaging_to_TIPARP,Avana,ACH-000048,Ovary/Fallopian Tube,damaging,-0.1494355716936879
TP53_damaging_to_TIPARP,Avana,ACH-000052,Bone,damaging,-0.6751154092334941
TP53_damaging_to_TIPARP,Avana,ACH-000053,Lymphoid,damaging,-0.1904641956585455
TP53_damaging_to_TIPARP,Avana,ACH-000054,Soft Tissue,matrix_intact,-0.7136656759393811
TP53_damaging_to_TIPARP,Avana,ACH-000055,CNS/Brain,damaging,-0.43748765876913565
TP53_damaging_to_TIPARP,Avana,ACH-000060,Pancreas,damaging,-1.129942123761182
TP53_damaging_to_TIPARP,Avana,ACH-000067,CNS/Brain,damaging,-1.992096927061878
TP53_damaging_to_TIPARP,Avana,ACH-000070,Lymphoid,matrix_intact,0.08548163386761598
TP53_damaging_to_TIPARP,Avana,ACH-000074,Myeloid,damaging,-0.08332098453556198
TP53_damaging_to_TIPARP,Avana,ACH-000075,CNS/Brain,matrix_intact,-0.1009378997552654
TP53_damaging_to_TIPARP,Avana,ACH-000076,Myeloid,damaging,-0.9495292106253168
TP53_damaging_to_TIPARP,Avana,ACH-000077,Lymphoid,matrix_intact,0.14280134476541445
TP53_damaging_to_TIPARP,Avana,ACH-000078,Peripheral Nervous System,matrix_intact,0.06506668737978855
TP53_damaging_to_TIPARP,Avana,ACH-000082,Bone,matrix_intact,-0.6664604307733275
TP53_damaging_to_TIPARP,Avana,ACH-000085,Pancreas,damaging,-0.7990484037255134
TP53_damaging_to_TIPARP,Avana,ACH-000086,Pleura,matrix_intact,0.18695839305740278
TP53_damaging_to_TIPARP,Avana,ACH-000090,Prostate,damaging,-0.07989528767373733
TP53_damaging_to_TIPARP,Avana,ACH-000092,Pleura,matrix_intact,-0.8658818574798688
TP53_damaging_to_TIPARP,Avana,ACH-000093,Pancreas,matrix_intact,-1.1146487130923415
TP53_damaging_to_TIPARP,Avana,ACH-000095,CNS/Brain,matrix_intact,-0.24190844362862737
TP53_damaging_to_TIPARP,Avana,ACH-000097,Breast,matrix_intact,-1.2965002497271017
TP53_damaging_to_TIPARP,Avana,ACH-000098,CNS/Brain,damaging,-0.8063981630842125
TP53_damaging_to_TIPARP,Avana,ACH-000099,Peripheral Nervous System,matrix_intact,0.2265524776866466
TP53_damaging_to_TIPARP,Avana,ACH-000101,Lymphoid,damaging,-0.013239401977522852
TP53_damaging_to_TIPARP,Avana,ACH-000108,Pancreas,damaging,-0.2568978160600362
TP53_damaging_to_TIPARP,Avana,ACH-000111,Breast,matrix_intact,-0.5756172891418667
TP53_damaging_to_TIPARP,Avana,ACH-000113,Myeloid,matrix_intact,-0.38204807113107986
TP53_damaging_to_TIPARP,Avana,ACH-000114,Pancreas,damaging,-0.4506383713512561
TP53_damaging_to_TIPARP,Avana,ACH-000115,Prostate,damaging,0.05655679156813544
TP53_damaging_to_TIPARP,Avana,ACH-000118,Pancreas,damaging,-1.1253550912642878
TP53_damaging_to_TIPARP,Avana,ACH-000120,Peripheral Nervous System,matrix_intact,-0.17187739362029003
TP53_damaging_to_TIPARP,Avana,ACH-000123,Ovary/Fallopian Tube,matrix_intact,0.025263674046873272
TP53_damaging_to_TIPARP,Avana,ACH-000127,Bladder/Urinary Tract,damaging,-0.596988639140826
TP53_damaging_to_TIPARP,Avana,ACH-000128,CNS/Brain,damaging,-0.128065885451369
TP53_damaging_to_TIPARP,Avana,ACH-000132,Ovary/Fallopian Tube,damaging,-2.4655587302971558
TP53_damaging_to_TIPARP,Avana,ACH-000133,Soft Tissue,damaging,-0.47169844399449357
TP53_damaging_to_TIPARP,Avana,ACH-000137,CNS/Brain,damaging,-0.1339210737987218
TP53_damaging_to_TIPARP,Avana,ACH-000138,Pancreas,damaging,-0.1413756291535225
TP53_damaging_to_TIPARP,Avana,ACH-000141,Biliary Tract,damaging,-0.1652449599590246
TP53_damaging_to_TIPARP,Avana,ACH-000142,Bladder/Urinary Tract,damaging,0.30508163454528997
TP53_damaging_to_TIPARP,Avana,ACH-000143,Lung,damaging,0.10317488055638038
TP53_damaging_to_TIPARP,Avana,ACH-000145,Soft Tissue,damaging,-0.15569560331132024
TP53_damaging_to_TIPARP,Avana,ACH-000146,Myeloid,damaging,-0.15066048455095699
TP53_damaging_to_TIPARP,Avana,ACH-000147,Breast,damaging,0.3223970457917327
TP53_damaging_to_TIPARP,Avana,ACH-000148,Breast,damaging,-0.006467886044952844
TP53_damaging_to_TIPARP,Avana,ACH-000151,Lymphoid,matrix_intact,0.08313994006383349
TP53_damaging_to_TIPARP,Avana,ACH-000152,CNS/Brain,damaging,-0.16663826709421517
