pair_id,source,exposed_models,reference_models,contributing_lineages,expected_delta,normal_mean_shift,null_permutations,alternative_simulations,critical_delta,simulated_power,confirmatory_power_adequate
KMT2D_damaging_to_KMT2C,Avana,86,889,17,-0.2,-0.358286909243,100000,10000,-0.12622333751568382,0.8433,True
KMT2D_damaging_to_KMT2C,KY,33,282,11,-0.2,-0.358286909243,100000,10000,-0.1994645247657296,0.512,False
