pair_id,source,exposed_models,reference_models,contributing_lineages,expected_delta,normal_mean_shift,null_permutations,alternative_simulations,critical_delta,simulated_power,confirmatory_power_adequate
PTEN_damaging_to_PAPSS1,Avana,94,881,19,-0.2,-0.358286909243,100000,10000,-0.12384749563917269,0.8526,True
PTEN_damaging_to_PAPSS1,KY,38,277,11,-0.2,-0.358286909243,100000,10000,-0.19418758256274768,0.5377,False
