pair_id,source,model_id,lineage,status,target_score
TP53_damaging_to_TDG,Avana,ACH-000004,Myeloid,damaging,-0.16666308121442897
TP53_damaging_to_TDG,Avana,ACH-000005,Myeloid,damaging,-0.130340116560662
TP53_damaging_to_TDG,Avana,ACH-000007,Bowel,matrix_intact,0.11175953687828735
TP53_damaging_to_TDG,Avana,ACH-000009,Bowel,damaging,-0.21797207779838618
TP53_damaging_to_TDG,Avana,ACH-000011,Bladder/Urinary Tract,matrix_intact,-0.3741552452117479
TP53_damaging_to_TDG,Avana,ACH-000012,Lung,matrix_intact,-0.11941558900883525
TP53_damaging_to_TDG,Avana,ACH-000013,Ovary/Fallopian Tube,damaging,-0.4359319885027057
TP53_damaging_to_TDG,Avana,ACH-000015,Lung,damaging,-0.23294925316329668
TP53_damaging_to_TDG,Avana,ACH-000017,Breast,damaging,-0.10192864701364279
TP53_damaging_to_TDG,Avana,ACH-000018,Bladder/Urinary Tract,damaging,-0.08015482988906258
TP53_damaging_to_TDG,Avana,ACH-000019,Breast,matrix_intact,-0.30525204278122153
TP53_damaging_to_TDG,Avana,ACH-000021,Lung,damaging,-0.4271895234710932
TP53_damaging_to_TDG,Avana,ACH-000022,Pancreas,damaging,-0.09322931398733622
TP53_damaging_to_TDG,Avana,ACH-000024,Lymphoid,damaging,-0.505024665692001
TP53_damaging_to_TDG,Avana,ACH-000025,CNS/Brain,matrix_intact,-0.1765189425571579
TP53_damaging_to_TDG,Avana,ACH-000028,Breast,matrix_intact,-0.14135162575688037
TP53_damaging_to_TDG,Avana,ACH-000029,Lung,matrix_intact,-0.1536914279594259
TP53_damaging_to_TDG,Avana,ACH-000030,Lung,damaging,0.02615492255667911
TP53_damaging_to_TDG,Avana,ACH-000035,Lung,damaging,-0.1657353310928961
TP53_damaging_to_TDG,Avana,ACH-000036,CNS/Brain,matrix_intact,-0.3923425564860469
TP53_damaging_to_TDG,Avana,ACH-000037,Soft Tissue,damaging,-0.06971678627651645
TP53_damaging_to_TDG,Avana,ACH-000039,Bone,matrix_intact,-0.15630732336961564
TP53_damaging_to_TDG,Avana,ACH-000040,CNS/Brain,damaging,-0.0812603409398008
TP53_damaging_to_TDG,Avana,ACH-000041,Bone,damaging,-0.5237213827201194
TP53_damaging_to_TDG,Avana,ACH-000042,Pancreas,damaging,-0.40178216830079816
TP53_damaging_to_TDG,Avana,ACH-000045,Myeloid,matrix_intact,-0.1649479679651611
TP53_damaging_to_TDG,Avana,ACH-000047,Esophagus/Stomach,damaging,-0.2730447493405924
TP53_damaging_to_TDG,Avana,ACH-000048,Ovary/Fallopian Tube,damaging,-0.3793890318202347
TP53_damaging_to_TDG,Avana,ACH-000052,Bone,damaging,-0.019593054734201122
TP53_damaging_to_TDG,Avana,ACH-000053,Lymphoid,damaging,-0.1317461874785423
TP53_damaging_to_TDG,Avana,ACH-000054,Soft Tissue,matrix_intact,-0.22167932921996147
TP53_damaging_to_TDG,Avana,ACH-000055,CNS/Brain,damaging,-0.5480349667005981
TP53_damaging_to_TDG,Avana,ACH-000060,Pancreas,damaging,-0.36110855342069315
TP53_damaging_to_TDG,Avana,ACH-000067,CNS/Brain,damaging,-0.4646680355714651
TP53_damaging_to_TDG,Avana,ACH-000070,Lymphoid,matrix_intact,-0.230401212748106
TP53_damaging_to_TDG,Avana,ACH-000074,Myeloid,damaging,-0.10663582908842657
TP53_damaging_to_TDG,Avana,ACH-000075,CNS/Brain,matrix_intact,-0.038243421107173214
TP53_damaging_to_TDG,Avana,ACH-000076,Myeloid,damaging,-0.4193484251610965
TP53_damaging_to_TDG,Avana,ACH-000077,Lymphoid,matrix_intact,-0.1653145990524334
TP53_damaging_to_TDG,Avana,ACH-000078,Peripheral Nervous System,matrix_intact,-0.32120296092155654
TP53_damaging_to_TDG,Avana,ACH-000082,Bone,matrix_intact,-0.08749568376423078
TP53_damaging_to_TDG,Avana,ACH-000085,Pancreas,damaging,-0.19210120780797185
TP53_damaging_to_TDG,Avana,ACH-000086,Pleura,matrix_intact,-0.2837419036000828
TP53_damaging_to_TDG,Avana,ACH-000090,Prostate,damaging,-0.2866234982259459
TP53_damaging_to_TDG,Avana,ACH-000092,Pleura,matrix_intact,0.023449219833685704
TP53_damaging_to_TDG,Avana,ACH-000093,Pancreas,matrix_intact,-0.0024920407309219073
TP53_damaging_to_TDG,Avana,ACH-000095,CNS/Brain,matrix_intact,-0.5579442992471593
TP53_damaging_to_TDG,Avana,ACH-000097,Breast,matrix_intact,-0.076574028693642
TP53_damaging_to_TDG,Avana,ACH-000098,CNS/Brain,damaging,-0.024831549743026142
TP53_damaging_to_TDG,Avana,ACH-000099,Peripheral Nervous System,matrix_intact,-0.44854431470147194
TP53_damaging_to_TDG,Avana,ACH-000101,Lymphoid,damaging,-1.35775126274368
TP53_damaging_to_TDG,Avana,ACH-000108,Pancreas,damaging,-0.24671487558320995
TP53_damaging_to_TDG,Avana,ACH-000111,Breast,matrix_intact,0.4036578464953702
TP53_damaging_to_TDG,Avana,ACH-000113,Myeloid,matrix_intact,-0.21677757439339962
TP53_damaging_to_TDG,Avana,ACH-000114,Pancreas,damaging,-1.2581823763105877
TP53_damaging_to_TDG,Avana,ACH-000115,Prostate,damaging,0.03731394227907921
TP53_damaging_to_TDG,Avana,ACH-000118,Pancreas,damaging,-0.18278506841548325
TP53_damaging_to_TDG,Avana,ACH-000120,Peripheral Nervous System,matrix_intact,-0.41533356649104297
TP53_damaging_to_TDG,Avana,ACH-000123,Ovary/Fallopian Tube,matrix_intact,-0.09569154827395743
TP53_damaging_to_TDG,Avana,ACH-000127,Bladder/Urinary Tract,damaging,-0.33583157550586684
TP53_damaging_to_TDG,Avana,ACH-000128,CNS/Brain,damaging,-0.15726449281916294
TP53_damaging_to_TDG,Avana,ACH-000132,Ovary/Fallopian Tube,damaging,-0.3689024843463651
TP53_damaging_to_TDG,Avana,ACH-000133,Soft Tissue,damaging,-0.41405609684771744
TP53_damaging_to_TDG,Avana,ACH-000137,CNS/Brain,damaging,-0.13809880102919625
TP53_damaging_to_TDG,Avana,ACH-000138,Pancreas,damaging,-0.8959642356154789
TP53_damaging_to_TDG,Avana,ACH-000141,Biliary Tract,damaging,-0.09009504883313711
TP53_damaging_to_TDG,Avana,ACH-000142,Bladder/Urinary Tract,damaging,-0.04844508686883757
TP53_damaging_to_TDG,Avana,ACH-000143,Lung,damaging,-0.06627235610740065
TP53_damaging_to_TDG,Avana,ACH-000145,Soft Tissue,damaging,-0.11040821287655593
TP53_damaging_to_TDG,Avana,ACH-000146,Myeloid,damaging,-0.13174161057084383
TP53_damaging_to_TDG,Avana,ACH-000147,Breast,damaging,-0.14886327132761237
TP53_damaging_to_TDG,Avana,ACH-000148,Breast,damaging,0.038590566712650896
TP53_damaging_to_TDG,Avana,ACH-000151,Lymphoid,matrix_intact,0.09944148980847117
TP53_damaging_to_TDG,Avana,ACH-000152,CNS/Brain,damaging,-0.3782421875612677
TP53_damaging_to_TDG,Avana,ACH-000153,Pleura,matrix_intact,-0.17377089909719784
TP53_damaging_to_TDG,Avana,ACH-000159,Kidney,matrix_intact,-0.13226845022942646
TP53_damaging_to_TDG,Avana,ACH-000160,CNS/Brain,matrix_intact,-0.17068643398793565
